sale_id,store_id,user_id,sale_date,sales_amount
6889,5,1587,2023-05-15,44.18
8584,1,1619,2023-05-15,14.91
2812,3,479,2023-05-15,37.27
7632,2,412,2023-05-16,22.16
8124,5,1712,2023-05-16,11.58
7649,2,1520,2023-05-16,32.93
1211,2,399,2023-05-16,68.99
8307,2,919,2023-05-16,11.08
8612,5,1052,2023-05-16,38.05
453,3,1518,2023-05-16,26.68
3065,5,418,2023-05-16,21.38
85,5,2164,2023-05-17,77.14
7569,3,1993,2023-05-17,76.62
7999,1,16,2023-05-17,66.48
2519,1,1008,2023-05-17,65.94
905,2,1408,2023-05-17,74.63
2169,2,267,2023-05-17,46.68
5858,3,1631,2023-05-17,71.89
4527,2,2429,2023-05-17,55.63
4365,3,939,2023-05-17,30.44
6194,6,2279,2023-05-17,38.48
2153,1,595,2023-05-17,66.82
9827,1,1886,2023-05-17,63.55
295,3,329,2023-05-17,65.59
2992,1,454,2023-05-17,25.73
6905,2,1943,2023-05-17,39.63
9871,1,157,2023-05-17,62.18
5127,5,550,2023-05-17,79.88
2745,6,884,2023-05-17,50.77
4717,3,675,2023-05-17,27.27
362,6,1445,2023-05-18,65.47
1870,3,1701,2023-05-18,53.86
5512,6,1756,2023-05-18,74.24
6155,1,1333,2023-05-18,25.14
9302,2,1648,2023-05-18,76.86
7562,1,1434,2023-05-18,40.8
6477,2,822,2023-05-18,56.98
3977,4,526,2023-05-18,45.0
5556,6,137,2023-05-18,64.0
1626,1,1976,2023-05-18,47.52
6569,3,828,2023-05-18,38.13
8687,6,757,2023-05-18,15.22
9711,4,1079,2023-05-18,13.91
9060,6,1249,2023-05-18,71.1
5386,6,1846,2023-05-18,77.99
9146,4,11,2023-05-18,39.98
2358,1,1595,2023-05-19,68.6
3760,5,35,2023-05-19,55.86
6272,3,1422,2023-05-19,63.72
1863,4,2033,2023-05-19,46.93
7763,1,917,2023-05-19,48.85
9969,3,923,2023-05-19,26.74
2520,6,252,2023-05-19,33.18
2019,3,2445,2023-05-19,35.21
1868,6,1726,2023-05-19,50.29
1584,3,977,2023-05-19,64.61
2033,4,1910,2023-05-19,76.8
6453,1,1364,2023-05-19,74.94
8020,4,1786,2023-05-19,79.74
4795,5,1156,2023-05-19,74.19
3725,4,2485,2023-05-19,36.23
5997,1,1787,2023-05-19,44.26
5960,4,773,2023-05-20,28.11
7885,3,556,2023-05-20,12.32
1238,2,1957,2023-05-20,18.11
3534,2,2186,2023-05-20,75.3
1950,3,1180,2023-05-20,75.45
3080,2,2209,2023-05-20,56.51
477,1,2306,2023-05-20,47.57
5729,4,1502,2023-05-20,67.74
3171,1,855,2023-05-20,57.16
7043,2,1652,2023-05-20,42.2
7798,4,1082,2023-05-20,64.88
2111,5,1198,2023-05-20,12.89
3401,1,2463,2023-05-20,17.77
7616,1,639,2023-05-21,65.94
3733,2,2255,2023-05-21,56.12
4463,5,1693,2023-05-21,29.79
9631,3,474,2023-05-21,76.25
1044,5,2494,2023-05-21,79.15
3363,1,2003,2023-05-21,71.06
4490,5,2329,2023-05-21,50.02
6201,2,2189,2023-05-21,17.67
515,3,1566,2023-05-21,54.09
1414,2,1933,2023-05-21,26.04
5720,3,749,2023-05-21,62.96
5785,6,2119,2023-05-22,31.9
976,4,956,2023-05-22,45.38
796,4,691,2023-05-22,40.29
6492,6,786,2023-05-22,66.6
8481,1,1879,2023-05-22,46.98
2679,3,1833,2023-05-22,72.98
6097,6,1482,2023-05-22,20.35
2678,3,60,2023-05-22,66.1
8774,3,2025,2023-05-22,72.07
3741,2,466,2023-05-22,74.65
3656,6,1462,2023-05-22,41.22
2430,5,1813,2023-05-22,44.3
2660,6,478,2023-05-22,29.85
7247,2,712,2023-05-22,51.84
1880,2,2376,2023-05-22,16.03
5157,1,1840,2023-05-22,63.45
8845,1,1006,2023-05-22,13.97
4366,5,2440,2023-05-22,34.87
3255,6,967,2023-05-23,50.62
8125,3,60,2023-05-23,58.91
8393,1,386,2023-05-23,66.8
5246,4,622,2023-05-23,13.4
6072,6,1103,2023-05-23,74.64
1128,2,709,2023-05-23,49.14
6801,2,943,2023-05-23,54.9
1956,2,1127,2023-05-23,61.7
8498,3,2050,2023-05-23,51.0
8384,5,2342,2023-05-24,41.06
1258,6,1218,2023-05-24,63.11
6036,3,1659,2023-05-24,41.91
8730,2,1242,2023-05-24,15.41
4146,6,1989,2023-05-24,33.45
9605,3,2234,2023-05-24,52.7
8611,2,1981,2023-05-24,43.4
3434,5,1477,2023-05-24,10.06
7928,1,2357,2023-05-24,73.8
8787,4,2032,2023-05-24,69.34
3551,5,1942,2023-05-24,25.55
5809,2,1988,2023-05-24,28.5
6963,5,2347,2023-05-24,39.95
5655,3,679,2023-05-24,49.54
8868,6,756,2023-05-24,29.56
8980,2,925,2023-05-25,66.83
712,3,559,2023-05-25,36.75
8573,1,553,2023-05-25,74.0
2032,6,433,2023-05-25,22.08
6764,6,462,2023-05-25,24.86
1454,4,1058,2023-05-25,51.21
4179,5,1906,2023-05-25,34.61
4236,2,1315,2023-05-25,23.93
7518,3,172,2023-05-25,34.64
8878,6,102,2023-05-25,78.51
625,6,281,2023-05-25,22.88
3994,3,602,2023-05-25,64.56
2937,3,592,2023-05-25,46.67
6973,6,373,2023-05-25,36.12
8935,6,1555,2023-05-25,51.57
5984,1,2358,2023-05-25,41.88
3271,2,1222,2023-05-26,73.03
5928,5,1983,2023-05-26,54.74
1537,3,1639,2023-05-26,46.26
6593,4,1117,2023-05-26,36.63
6448,5,1651,2023-05-26,45.91
6077,1,1140,2023-05-26,13.12
4193,4,1693,2023-05-26,29.31
8725,4,1702,2023-05-26,50.03
1588,4,1588,2023-05-26,50.4
1773,6,407,2023-05-26,40.67
3020,4,301,2023-05-26,59.14
334,1,2343,2023-05-26,15.08
2222,2,1285,2023-05-26,73.0
2649,5,2244,2023-05-26,58.97
6628,6,403,2023-05-27,79.09
8520,5,221,2023-05-27,60.58
3651,4,785,2023-05-27,16.4
1752,6,865,2023-05-27,77.41
1072,1,870,2023-05-27,39.89
5397,3,480,2023-05-27,41.97
4476,4,2249,2023-05-27,62.38
6770,5,1516,2023-05-27,29.32
5234,1,1049,2023-05-27,33.51
8791,1,2453,2023-05-27,47.08
756,4,697,2023-05-27,58.71
7465,5,1121,2023-05-27,53.92
7249,3,2099,2023-05-27,78.74
9884,5,120,2023-05-27,74.1
9564,3,1297,2023-05-28,41.29
7039,1,1220,2023-05-28,44.59
4532,5,782,2023-05-28,72.05
3475,2,1749,2023-05-28,78.31
7196,1,378,2023-05-28,70.79
4601,4,1770,2023-05-28,74.42
7439,1,213,2023-05-28,11.58
7621,6,1157,2023-05-28,73.81
7202,1,76,2023-05-28,61.66
9897,1,213,2023-05-28,31.05
5388,6,1524,2023-05-28,16.78
1054,2,2203,2023-05-28,42.26
4693,6,1947,2023-05-28,59.87
3578,5,1639,2023-05-29,69.35
5931,1,1888,2023-05-29,38.67
8492,4,2024,2023-05-29,60.7
6384,2,2092,2023-05-29,52.88
5269,5,435,2023-05-29,15.94
4156,5,98,2023-05-29,53.13
1366,6,1135,2023-05-29,70.58
9206,3,1786,2023-05-29,19.38
8671,6,571,2023-05-29,12.48
9103,6,1177,2023-05-29,42.78
6520,4,1079,2023-05-29,77.35
3946,6,1686,2023-05-29,44.13
248,2,1251,2023-05-29,69.82
2616,6,978,2023-05-29,67.64
8918,4,516,2023-05-29,25.98
8480,5,294,2023-05-29,22.94
7539,2,519,2023-05-29,30.45
5479,6,958,2023-05-30,30.64
7910,3,1355,2023-05-30,47.83
722,2,659,2023-05-30,38.69
4131,6,2487,2023-05-30,25.8
5797,2,910,2023-05-30,62.04
3660,1,866,2023-05-30,65.62
9298,6,1002,2023-05-30,27.48
4561,1,1956,2023-05-30,77.69
574,6,1475,2023-05-30,34.1
8922,2,1816,2023-05-30,45.62
5769,4,102,2023-05-30,11.59
7237,1,2108,2023-05-30,79.8
9189,4,1592,2023-05-31,30.66
3329,1,817,2023-05-31,53.8
1449,6,701,2023-05-31,77.87
9395,6,2365,2023-05-31,67.71
6358,5,1278,2023-05-31,48.27
7474,1,2165,2023-05-31,75.8
6128,1,2439,2023-05-31,34.82
6877,5,1396,2023-05-31,28.72
7415,4,1447,2023-05-31,26.73
9268,5,1703,2023-05-31,38.17
2310,3,1639,2023-05-31,20.07
9212,1,2480,2023-05-31,32.66
7982,2,1912,2023-05-31,64.58
8483,3,2075,2023-05-31,58.21
4923,4,1518,2023-05-31,64.01
1694,5,194,2023-05-31,39.47
445,1,1790,2023-05-31,50.85
3911,2,1369,2023-05-31,11.96
5191,6,798,2023-05-31,60.01
3754,2,99,2023-06-01,73.72
7359,3,976,2023-06-01,72.2
2391,6,1185,2023-06-01,63.07
7573,6,1852,2023-06-01,37.94
8293,3,1384,2023-06-01,63.37
3688,5,2328,2023-06-01,24.88
5205,1,1218,2023-06-01,35.61
3874,3,1696,2023-06-01,79.64
4706,4,251,2023-06-01,27.44
1479,2,756,2023-06-01,42.82
5730,6,571,2023-06-01,68.67
7918,4,926,2023-06-01,69.45
5214,3,1731,2023-06-01,10.68
2855,4,613,2023-06-01,55.33
6506,1,142,2023-06-01,18.56
2542,4,1150,2023-06-01,39.23
418,4,942,2023-06-02,30.74
3046,4,1623,2023-06-02,70.24
7271,4,2412,2023-06-02,17.94
4040,5,959,2023-06-02,10.88
4949,4,2423,2023-06-02,16.98
8806,1,775,2023-06-02,23.14
3016,6,2207,2023-06-02,78.43
7548,2,1201,2023-06-02,29.11
4346,2,1752,2023-06-02,41.28
5633,1,1818,2023-06-02,20.39
8904,3,127,2023-06-02,18.01
6181,4,2225,2023-06-03,22.3
3067,5,212,2023-06-03,22.75
7373,6,1577,2023-06-03,60.97
3002,5,282,2023-06-03,35.73
7761,4,1061,2023-06-03,62.15
6406,2,1156,2023-06-03,24.86
6839,5,871,2023-06-03,63.21
8247,5,2452,2023-06-03,12.67
6196,1,941,2023-06-03,24.05
9115,4,956,2023-06-03,33.45
4982,5,665,2023-06-03,72.14
7666,5,909,2023-06-03,39.28
8075,4,217,2023-06-04,65.0
8941,4,653,2023-06-04,67.15
8019,3,605,2023-06-04,50.39
1618,6,790,2023-06-04,20.03
4053,5,804,2023-06-04,54.74
9537,6,1481,2023-06-04,51.81
3672,5,693,2023-06-04,25.27
9162,3,1385,2023-06-04,69.31
1923,6,2309,2023-06-04,44.6
4775,4,1188,2023-06-04,49.32
9349,3,24,2023-06-05,16.7
2568,6,183,2023-06-05,60.77
8911,6,2419,2023-06-05,40.3
6875,2,84,2023-06-05,16.14
9951,4,2348,2023-06-05,65.26
3640,4,333,2023-06-05,79.05
4349,6,867,2023-06-05,79.74
4315,3,1260,2023-06-05,74.18
1282,3,1054,2023-06-05,38.85
4464,3,2474,2023-06-05,36.66
727,3,1074,2023-06-05,73.6
4687,2,2318,2023-06-05,28.85
6347,5,1748,2023-06-05,44.3
9308,5,2067,2023-06-05,30.33
2772,3,427,2023-06-05,76.7
4764,6,1499,2023-06-05,55.3
8763,3,2156,2023-06-05,53.8
9667,2,2357,2023-06-06,36.23
8732,2,1731,2023-06-06,71.38
873,6,2155,2023-06-06,33.77
507,1,2258,2023-06-06,71.06
8992,3,629,2023-06-06,45.12
8660,1,1085,2023-06-06,49.07
54,3,283,2023-06-06,25.93
454,4,982,2023-06-06,68.55
3573,3,812,2023-06-06,47.37
967,2,1587,2023-06-06,16.57
380,2,1931,2023-06-06,64.08
3545,3,1304,2023-06-06,36.54
9686,5,1325,2023-06-06,78.13
2508,4,2187,2023-06-06,51.86
4342,1,1161,2023-06-07,26.8
4590,6,268,2023-06-07,70.85
6270,3,703,2023-06-07,60.44
9158,5,776,2023-06-07,59.65
3071,2,1550,2023-06-07,76.92
6679,2,2029,2023-06-07,77.3
9503,1,1432,2023-06-07,70.57
6958,3,2247,2023-06-07,20.47
4562,1,1516,2023-06-07,70.07
1377,2,175,2023-06-07,58.2
5766,5,783,2023-06-07,35.88
5934,3,797,2023-06-07,22.58
9563,3,748,2023-06-07,13.78
6023,2,1,2023-06-07,44.67
8070,6,892,2023-06-08,43.09
3104,6,1490,2023-06-08,38.86
692,2,2322,2023-06-08,50.9
7525,2,636,2023-06-08,57.9
890,3,1861,2023-06-08,23.2
6247,6,356,2023-06-08,13.66
3332,1,713,2023-06-08,44.0
8840,5,1059,2023-06-08,71.17
93,6,2347,2023-06-08,37.93
8887,2,1952,2023-06-08,13.12
9257,1,470,2023-06-08,51.94
7472,6,1933,2023-06-08,41.03
6374,1,1870,2023-06-08,42.28
1635,2,742,2023-06-08,49.88
2643,6,1930,2023-06-08,28.85
4302,6,1204,2023-06-08,10.91
5078,3,2222,2023-06-09,51.63
8009,5,1166,2023-06-09,79.06
2383,5,519,2023-06-09,25.24
6592,5,1437,2023-06-09,45.05
9864,5,1201,2023-06-09,31.19
7572,2,1728,2023-06-09,67.62
4184,1,2312,2023-06-09,15.06
4352,4,1176,2023-06-10,34.42
9219,1,2357,2023-06-10,24.83
5035,5,656,2023-06-10,18.52
7211,6,1871,2023-06-10,62.53
321,5,1149,2023-06-10,13.4
2386,2,591,2023-06-10,67.64
223,1,1907,2023-06-10,74.58
3975,3,1252,2023-06-10,62.73
5046,1,1346,2023-06-10,42.67
8088,4,2281,2023-06-10,29.57
4506,3,1112,2023-06-10,22.87
2958,3,246,2023-06-10,79.91
3649,2,493,2023-06-11,33.78
7781,5,2456,2023-06-11,71.99
3720,3,345,2023-06-11,15.24
525,2,2476,2023-06-11,20.83
7294,3,562,2023-06-11,48.29
1349,3,1749,2023-06-11,66.49
7858,4,1493,2023-06-11,79.13
2059,6,1068,2023-06-11,31.22
9460,4,557,2023-06-11,19.78
4495,1,230,2023-06-11,16.25
5226,2,1547,2023-06-12,73.48
3074,1,333,2023-06-12,31.06
6070,1,2315,2023-06-12,49.03
9987,4,850,2023-06-12,56.79
5971,5,816,2023-06-12,54.99
8761,5,273,2023-06-12,44.76
9185,4,2175,2023-06-12,78.55
3959,2,2466,2023-06-12,47.41
6799,3,1536,2023-06-12,58.12
7152,6,773,2023-06-12,67.23
3227,5,1350,2023-06-12,14.88
6902,6,2351,2023-06-12,38.75
4147,2,2476,2023-06-12,35.27
4199,4,1927,2023-06-12,26.88
9914,5,633,2023-06-13,56.65
8434,1,2049,2023-06-13,35.62
6658,6,2435,2023-06-13,46.34
7335,6,553,2023-06-13,20.2
2418,2,522,2023-06-13,67.89
2636,3,70,2023-06-13,55.13
9793,3,2473,2023-06-13,15.06
8226,4,1310,2023-06-13,43.57
259,1,1476,2023-06-13,79.39
1251,6,1963,2023-06-13,78.64
7117,5,2418,2023-06-13,14.0
9643,6,1741,2023-06-13,55.92
2419,2,729,2023-06-13,70.78
9478,3,521,2023-06-13,27.8
7257,5,1368,2023-06-13,48.24
5542,3,10,2023-06-13,12.02
1051,6,461,2023-06-13,49.25
803,1,104,2023-06-14,62.82
7330,5,791,2023-06-14,65.9
8816,6,810,2023-06-14,12.65
8596,6,350,2023-06-14,26.95
5807,6,1856,2023-06-14,17.47
5728,1,1085,2023-06-14,67.0
5472,3,300,2023-06-14,44.09
9575,1,792,2023-06-14,45.18
2725,2,585,2023-06-14,69.63
8872,2,1728,2023-06-14,38.59
8865,3,1653,2023-06-14,69.21
5385,6,995,2023-06-14,37.87
3612,4,1679,2023-06-14,22.85
3852,4,1252,2023-06-14,16.75
3455,2,1639,2023-06-15,47.15
6356,3,525,2023-06-15,69.35
2694,5,1669,2023-06-15,64.51
1660,3,1988,2023-06-15,75.55
9401,2,439,2023-06-15,41.09
1420,4,971,2023-06-15,78.71
3029,4,1279,2023-06-15,60.04
7166,6,1963,2023-06-15,46.79
849,5,2419,2023-06-15,52.02
9697,5,703,2023-06-15,48.41
437,4,1962,2023-06-15,46.61
5639,2,75,2023-06-15,54.95
2046,2,1695,2023-06-15,65.33
7874,1,2008,2023-06-15,29.92
9150,1,2293,2023-06-15,65.68
9455,1,281,2023-06-15,37.67
1799,2,2106,2023-06-15,78.12
139,3,1056,2023-06-16,49.02
9875,4,1080,2023-06-16,65.8
8807,5,1500,2023-06-16,47.82
684,2,727,2023-06-16,59.06
2922,4,1765,2023-06-16,21.85
2806,3,1478,2023-06-16,15.92
2562,5,2285,2023-06-16,53.26
2236,6,1057,2023-06-16,28.23
8201,3,715,2023-06-16,21.04
3966,5,2331,2023-06-16,30.87
7370,3,1120,2023-06-16,73.35
5481,1,1409,2023-06-16,27.36
8983,1,760,2023-06-16,78.59
5625,3,1104,2023-06-16,79.01
5562,5,1143,2023-06-16,24.29
7540,3,1458,2023-06-16,31.64
6067,3,682,2023-06-17,15.07
5474,6,2382,2023-06-17,34.01
4011,3,306,2023-06-17,15.62
5371,1,1864,2023-06-17,50.73
1445,3,805,2023-06-17,14.63
6081,2,2085,2023-06-17,64.97
5014,6,1022,2023-06-17,25.14
2982,6,365,2023-06-17,70.12
9815,4,1515,2023-06-17,27.54
1692,3,1301,2023-06-18,34.34
743,4,707,2023-06-18,16.87
826,6,1813,2023-06-18,66.53
3268,4,986,2023-06-18,11.13
2863,5,2096,2023-06-18,75.22
5503,3,1890,2023-06-18,55.05
8700,4,1526,2023-06-18,21.36
6066,3,362,2023-06-18,77.04
7765,4,128,2023-06-18,30.29
8927,2,1146,2023-06-18,19.34
5413,3,288,2023-06-18,46.76
9703,1,723,2023-06-18,53.03
8023,6,1822,2023-06-18,44.8
5437,1,623,2023-06-18,28.18
6859,2,1602,2023-06-18,20.87
9598,5,1983,2023-06-18,41.88
357,4,2159,2023-06-18,17.97
6044,1,2275,2023-06-18,48.97
4385,6,897,2023-06-18,75.42
5880,3,421,2023-06-19,11.03
5278,5,1708,2023-06-19,24.48
1686,4,2234,2023-06-19,49.14
485,2,1537,2023-06-19,50.01
3791,4,117,2023-06-19,13.1
3679,3,834,2023-06-19,60.34
2592,4,1795,2023-06-19,49.48
1373,6,1295,2023-06-19,11.1
8627,5,1774,2023-06-19,47.45
135,5,952,2023-06-19,17.48
8129,2,1151,2023-06-19,61.71
5043,6,1007,2023-06-19,50.15
7367,2,492,2023-06-19,11.92
4267,1,1689,2023-06-19,31.18
2893,2,588,2023-06-19,68.18
7287,1,59,2023-06-19,65.27
5504,2,283,2023-06-20,31.76
5096,1,2323,2023-06-20,75.91
6684,2,2010,2023-06-20,66.18
4961,2,416,2023-06-20,44.88
9133,5,2116,2023-06-20,61.74
9312,6,2177,2023-06-20,44.76
1274,4,2284,2023-06-20,76.5
2256,6,995,2023-06-20,10.22
607,5,167,2023-06-20,25.53
157,6,917,2023-06-21,25.44
6572,3,2036,2023-06-21,74.77
3951,3,2240,2023-06-21,36.28
2062,5,959,2023-06-21,33.91
9388,1,1924,2023-06-21,20.25
8746,5,822,2023-06-21,72.33
5248,2,1077,2023-06-21,16.07
9687,5,2424,2023-06-21,60.9
1858,6,128,2023-06-21,44.36
6487,5,94,2023-06-21,49.56
2252,2,1741,2023-06-21,57.93
3848,2,738,2023-06-21,41.26
2427,2,405,2023-06-21,58.07
7563,2,815,2023-06-21,18.21
2981,2,80,2023-06-22,47.38
8717,3,1243,2023-06-22,16.86
151,3,123,2023-06-22,28.27
8391,3,267,2023-06-22,20.8
1824,1,156,2023-06-22,60.49
5108,1,1653,2023-06-22,64.06
1833,2,605,2023-06-22,45.42
6349,2,812,2023-06-22,27.27
5280,6,371,2023-06-22,23.58
790,4,1233,2023-06-22,16.31
2466,6,1995,2023-06-22,76.35
9055,3,296,2023-06-22,18.58
4671,3,1031,2023-06-22,71.96
9946,3,724,2023-06-22,67.37
5712,2,1465,2023-06-22,31.58
1253,4,645,2023-06-23,40.63
6205,5,1537,2023-06-23,51.66
6596,2,695,2023-06-23,38.89
9534,6,647,2023-06-23,62.62
6567,1,2080,2023-06-23,25.21
9111,2,2335,2023-06-23,27.98
4730,4,1853,2023-06-23,51.85
5406,1,1916,2023-06-23,58.05
6720,4,358,2023-06-23,33.53
7714,3,185,2023-06-23,25.72
9675,2,158,2023-06-23,52.93
9152,3,549,2023-06-23,24.36
5379,5,1034,2023-06-23,28.75
6450,2,1894,2023-06-23,12.52
3219,6,280,2023-06-24,65.15
7198,4,1683,2023-06-24,18.74
5815,4,391,2023-06-24,13.12
9768,5,2247,2023-06-24,39.21
3957,4,1372,2023-06-24,61.91
9394,3,614,2023-06-24,75.76
9718,6,846,2023-06-24,73.27
5075,1,1633,2023-06-24,61.84
9297,6,686,2023-06-24,56.52
6671,4,430,2023-06-24,53.4
3041,5,2472,2023-06-25,38.01
9565,6,1627,2023-06-25,35.94
6971,2,1325,2023-06-25,16.06
8553,5,287,2023-06-25,60.26
3793,4,148,2023-06-25,34.74
6029,4,2106,2023-06-25,58.36
289,3,871,2023-06-25,77.98
1201,1,1211,2023-06-25,39.6
1455,5,2016,2023-06-25,38.39
7768,2,620,2023-06-26,34.69
9159,5,643,2023-06-26,65.98
9293,5,1313,2023-06-26,76.62
797,4,2451,2023-06-26,52.82
6288,2,1777,2023-06-26,74.99
4880,2,472,2023-06-26,57.59
2540,1,400,2023-06-26,59.49
9938,6,1491,2023-06-26,71.77
3913,1,1514,2023-06-26,61.6
5823,1,1033,2023-06-26,56.51
1697,2,2199,2023-06-26,33.82
5750,6,2416,2023-06-26,74.67
2554,4,588,2023-06-27,35.68
9014,2,1203,2023-06-27,65.67
622,2,670,2023-06-27,11.22
4350,3,630,2023-06-27,62.98
3297,5,342,2023-06-27,22.95
285,2,1566,2023-06-27,66.4
343,5,1532,2023-06-27,20.31
3350,4,2386,2023-06-27,79.22
940,1,2312,2023-06-27,52.92
1327,2,1523,2023-06-27,66.72
2205,1,273,2023-06-28,62.58
9040,6,1066,2023-06-28,58.54
118,2,1542,2023-06-28,37.38
6191,5,1833,2023-06-28,49.15
1940,3,1438,2023-06-28,16.77
5267,4,1797,2023-06-28,64.35
6456,1,1845,2023-06-28,27.22
155,6,1362,2023-06-28,77.48
8118,1,1540,2023-06-28,70.61
4375,6,1201,2023-06-28,23.25
9890,5,2167,2023-06-28,58.68
6312,1,1939,2023-06-28,77.44
2442,5,1440,2023-06-28,27.65
4265,1,1122,2023-06-28,74.09
3510,2,1739,2023-06-28,57.49
3509,6,1324,2023-06-29,62.94
8488,5,2459,2023-06-29,25.76
6816,5,2354,2023-06-29,40.31
6343,3,187,2023-06-29,71.44
9019,5,165,2023-06-29,30.8
9024,6,164,2023-06-29,12.11
4524,3,932,2023-06-29,46.24
9132,2,1312,2023-06-29,41.65
7442,2,1785,2023-06-29,70.24
3226,1,939,2023-06-29,62.86
9059,3,1783,2023-06-29,36.66
6176,1,2396,2023-06-30,61.64
7186,2,2282,2023-06-30,15.8
5473,3,2256,2023-06-30,41.58
6136,1,294,2023-06-30,48.6
5484,1,1958,2023-06-30,60.75
871,2,1201,2023-06-30,10.2
7821,4,556,2023-06-30,38.13
1723,3,877,2023-06-30,66.84
7320,3,737,2023-06-30,27.95
6373,4,983,2023-06-30,15.98
4507,4,516,2023-06-30,75.79
2204,4,864,2023-06-30,23.18
2102,1,2428,2023-06-30,27.18
2219,6,603,2023-06-30,73.34
7418,3,1626,2023-06-30,43.38
4738,6,2454,2023-06-30,21.16
43,5,2422,2023-06-30,20.83
2610,6,1314,2023-06-30,55.23
4874,2,2217,2023-07-01,65.15
6420,1,2073,2023-07-01,53.17
5925,3,487,2023-07-01,20.87
5423,3,1433,2023-07-01,14.44
5072,3,1518,2023-07-01,67.5
9937,2,1442,2023-07-01,60.67
9984,4,2245,2023-07-01,41.66
2872,2,2466,2023-07-01,19.38
162,3,1451,2023-07-01,21.83
7125,6,1614,2023-07-01,36.32
9475,3,643,2023-07-01,38.94
9476,4,1737,2023-07-01,26.55
4222,2,2084,2023-07-01,70.66
2546,6,2177,2023-07-01,79.13
5632,5,203,2023-07-01,51.71
1090,4,409,2023-07-02,49.79
217,5,1053,2023-07-02,55.79
4406,2,1112,2023-07-02,57.74
4419,4,1568,2023-07-02,61.04
8149,1,2276,2023-07-02,46.1
1151,2,2047,2023-07-02,50.71
887,5,491,2023-07-02,52.17
3203,6,2306,2023-07-03,48.42
2465,3,1673,2023-07-03,63.2
3769,3,89,2023-07-03,72.08
3926,1,1893,2023-07-03,59.96
6990,4,1679,2023-07-03,22.38
2126,4,2444,2023-07-03,60.11
4603,4,1702,2023-07-03,40.23
2730,3,887,2023-07-03,70.6
2693,6,1571,2023-07-03,12.24
9692,6,2060,2023-07-03,18.06
9163,4,2338,2023-07-03,48.42
8186,4,767,2023-07-03,69.11
4168,1,1639,2023-07-03,45.33
6669,2,107,2023-07-03,54.03
2574,5,2113,2023-07-03,63.17
2183,1,2109,2023-07-03,69.3
1987,4,1399,2023-07-03,32.22
8342,2,1631,2023-07-04,39.09
9071,3,1251,2023-07-04,31.58
7778,6,2493,2023-07-04,46.07
9224,5,719,2023-07-04,31.3
242,2,2180,2023-07-04,47.12
258,4,1949,2023-07-04,43.27
9080,4,1442,2023-07-04,43.24
2489,6,1509,2023-07-04,68.55
288,2,844,2023-07-04,38.27
5352,6,2151,2023-07-04,23.11
8674,1,59,2023-07-04,30.15
9155,1,2415,2023-07-04,64.27
7096,1,854,2023-07-04,66.83
7672,5,1682,2023-07-04,68.25
5796,3,219,2023-07-04,43.79
5854,1,1948,2023-07-04,77.3
4237,6,972,2023-07-04,25.79
2435,6,905,2023-07-04,70.03
121,5,555,2023-07-05,26.77
7780,2,67,2023-07-05,10.79
6976,5,1260,2023-07-05,17.91
5525,2,1877,2023-07-05,71.4
4585,4,978,2023-07-05,27.76
4575,2,2263,2023-07-05,13.6
7416,1,1342,2023-07-05,77.73
881,2,2208,2023-07-05,73.9
2038,5,2143,2023-07-05,33.76
8301,3,2095,2023-07-06,54.39
6050,6,1629,2023-07-06,47.67
7050,6,2212,2023-07-06,54.43
7220,4,1217,2023-07-06,61.77
1198,5,1135,2023-07-06,77.83
481,6,1131,2023-07-06,26.11
1727,4,941,2023-07-06,10.69
6860,2,1494,2023-07-06,34.88
3371,1,2211,2023-07-06,64.84
96,5,1778,2023-07-06,21.89
5381,3,635,2023-07-06,74.84
3963,3,2173,2023-07-06,36.34
2511,1,1230,2023-07-06,40.54
7167,3,1458,2023-07-06,54.85
2959,4,845,2023-07-06,18.83
3045,4,2189,2023-07-06,21.64
2187,5,775,2023-07-06,66.41
163,6,2406,2023-07-06,32.5
4809,3,1357,2023-07-06,74.28
2240,3,258,2023-07-06,20.95
1561,5,134,2023-07-06,32.03
3768,6,1159,2023-07-07,53.29
7605,1,799,2023-07-07,22.36
9609,1,1525,2023-07-07,30.62
3139,4,1069,2023-07-07,38.89
3138,4,206,2023-07-07,10.04
9714,1,122,2023-07-07,13.03
3389,4,1401,2023-07-07,71.42
7925,5,666,2023-07-07,60.74
7533,3,2215,2023-07-07,67.29
1353,4,1230,2023-07-08,61.92
4405,5,947,2023-07-08,72.22
5860,5,59,2023-07-08,35.29
1928,5,174,2023-07-08,33.89
4910,3,803,2023-07-08,20.35
8690,5,2372,2023-07-08,10.68
6597,2,1476,2023-07-08,72.88
8676,2,407,2023-07-08,30.54
7532,6,2100,2023-07-08,18.24
1014,4,1892,2023-07-08,73.0
2028,5,185,2023-07-08,16.68
9869,2,1617,2023-07-08,41.56
1284,4,1785,2023-07-08,61.85
8155,5,804,2023-07-08,16.04
1664,2,713,2023-07-09,70.73
9958,2,528,2023-07-09,76.36
4154,4,493,2023-07-09,32.56
2585,4,2124,2023-07-09,21.88
7628,5,2051,2023-07-09,63.49
9186,3,1025,2023-07-09,38.57
1555,6,1160,2023-07-09,21.35
2411,6,376,2023-07-09,43.81
8634,4,1770,2023-07-09,56.94
2821,3,831,2023-07-09,26.8
3529,2,1861,2023-07-09,49.75
2045,2,2477,2023-07-09,70.98
4488,2,1377,2023-07-10,16.4
