Customer,column_target,true_value,prediction,class,probability
WZ98067,Churn,True,False,False,0.6685119498510005
WZ98067,Churn,True,False,True,0.3314880501489995
AQ11656,Coverage,Basic,Basic,Basic,0.9999900913826232
AQ11656,Coverage,Basic,Basic,Extended,7.584374647334955e-06
AQ11656,Coverage,Basic,Basic,Premium,2.324242729530996e-06
AQ11656,Churn,False,True,False,0.323688175734408
AQ11656,Churn,False,True,True,0.676311824265592
KL14426,Coverage,Extended,Extended,Basic,9.093723590055654e-05
KL14426,Coverage,Extended,Extended,Extended,0.9998647962674888
KL14426,Coverage,Extended,Extended,Premium,4.426649661066236e-05
KL14426,Churn,False,False,False,0.8282728820377769
KL14426,Churn,False,False,True,0.1717271179622231
PG48617,Coverage,Basic,Basic,Basic,0.9999737681699036
PG48617,Coverage,Basic,Basic,Extended,2.2540341622523657e-05
PG48617,Coverage,Basic,Basic,Premium,3.691488473977525e-06
PG48617,Churn,False,False,False,0.8391849611439044
PG48617,Churn,False,False,True,0.1608150388560956
QB24570,Coverage,Extended,Extended,Basic,9.319388686129312e-05
QB24570,Coverage,Extended,Extended,Extended,0.9998705842275116
QB24570,Coverage,Extended,Extended,Premium,3.62218856269853e-05
QB24570,Churn,False,True,False,0.1234941339267033
QB24570,Churn,False,True,True,0.8765058660732966
NI68379,Coverage,Extended,Extended,Basic,8.376710280927545e-06
NI68379,Coverage,Extended,Extended,Extended,0.9999823501704992
NI68379,Coverage,Extended,Extended,Premium,9.273119219958208e-06
NI68379,Churn,False,False,False,0.8536083972767502
NI68379,Churn,False,False,True,0.1463916027232497
RS92763,Coverage,Basic,Basic,Basic,0.9998391344498986
RS92763,Coverage,Basic,Basic,Extended,8.686044662152121e-05
RS92763,Coverage,Basic,Basic,Premium,7.400510348000742e-05
RS92763,Churn,True,True,False,0.1309254774530847
RS92763,Churn,True,True,True,0.8690745225469153
PA75237,Coverage,Basic,Basic,Basic,0.9995187391997792
PA75237,Coverage,Basic,Basic,Extended,0.0002399465634035
PA75237,Coverage,Basic,Basic,Premium,0.0002413142368173
PA75237,Churn,False,False,False,0.8517610374828856
PA75237,Churn,False,False,True,0.1482389625171144
LR35392,Coverage,Premium,Premium,Basic,9.085855024326855e-05
LR35392,Coverage,Premium,Premium,Extended,1.8274121314988388e-05
LR35392,Coverage,Premium,Premium,Premium,0.9998908673284418
LR35392,Churn,False,False,False,0.5953875287984202
LR35392,Churn,False,False,True,0.4046124712015798
KC22636,Coverage,Basic,Basic,Basic,0.999961407459147
KC22636,Coverage,Basic,Basic,Extended,2.3316621857500828e-05
KC22636,Coverage,Basic,Basic,Premium,1.5275918995504877e-05
KC22636,Churn,False,False,False,0.925132969654699
KC22636,Churn,False,False,True,0.0748670303453009
IJ98317,Coverage,Extended,Extended,Basic,2.274105909640805e-05
IJ98317,Coverage,Extended,Extended,Extended,0.9999291080567396
IJ98317,Coverage,Extended,Extended,Premium,4.815088416397067e-05
IJ98317,Churn,False,False,False,0.9128627447917728
IJ98317,Churn,False,False,True,0.0871372552082272
DY49235,Coverage,Basic,Basic,Basic,0.999948704305664
DY49235,Coverage,Basic,Basic,Extended,4.101590413573467e-05
DY49235,Coverage,Basic,Basic,Premium,1.027979020038663e-05
DY49235,Churn,False,False,False,0.9229428156449976
DY49235,Churn,False,False,True,0.0770571843550022
EG94409,Coverage,Basic,Basic,Basic,0.9999389273656324
EG94409,Coverage,Basic,Basic,Extended,3.0349683264305957e-05
EG94409,Coverage,Basic,Basic,Premium,3.072295110345262e-05
EG94409,Churn,False,True,False,0.3954698623884425
EG94409,Churn,False,True,True,0.6045301376115575
GB59748,Coverage,Extended,Extended,Basic,1.6088119999256743e-05
GB59748,Coverage,Extended,Extended,Extended,0.9999709311600976
GB59748,Coverage,Extended,Extended,Premium,1.2980719903296734e-05
GB59748,Churn,False,False,False,0.8049764457367162
GB59748,Churn,False,False,True,0.1950235542632838
MP68135,Coverage,Extended,Extended,Basic,8.922330114098777e-06
MP68135,Coverage,Extended,Extended,Extended,0.9999830745915792
MP68135,Coverage,Extended,Extended,Premium,8.003078306393043e-06
MP68135,Churn,False,False,False,0.748863705695833
MP68135,Churn,False,False,True,0.2511362943041669
CZ56843,Coverage,Extended,Extended,Basic,1.11313590709396e-05
CZ56843,Coverage,Extended,Extended,Extended,0.9999808514624708
CZ56843,Coverage,Extended,Extended,Premium,8.017178458447059e-06
CZ56843,Churn,False,False,False,0.7987441679985279
CZ56843,Churn,False,False,True,0.2012558320014721
DJ47372,Coverage,Extended,Extended,Basic,1.094421974354076e-05
DJ47372,Coverage,Extended,Extended,Extended,0.9999801717284308
DJ47372,Coverage,Extended,Extended,Premium,8.884051825672162e-06
DJ47372,Churn,True,False,False,0.680806066806949
DJ47372,Churn,True,False,True,0.319193933193051
XZ51937,Coverage,Basic,Basic,Basic,0.9996586032256296
XZ51937,Coverage,Basic,Basic,Extended,3.147896052842643e-05
XZ51937,Coverage,Basic,Basic,Premium,0.0003099178138418
XZ51937,Churn,False,False,False,0.7987604501245806
XZ51937,Churn,False,False,True,0.2012395498754194
IZ27630,Coverage,Extended,Extended,Basic,3.241159958789364e-05
IZ27630,Coverage,Extended,Extended,Extended,0.9999387183708628
IZ27630,Coverage,Extended,Extended,Premium,2.887002954920444e-05
IZ27630,Churn,False,False,False,0.8166733297299676
IZ27630,Churn,False,False,True,0.1833266702700323
IM14119,Coverage,Basic,Basic,Basic,0.9999866063904168
IM14119,Coverage,Basic,Basic,Extended,6.968908667781954e-06
IM14119,Coverage,Basic,Basic,Premium,6.4247009154458685e-06
IM14119,Churn,False,False,False,0.9307162692700894
IM14119,Churn,False,False,True,0.0692837307299106
PN53766,Coverage,Basic,Basic,Basic,0.9999754358073958
PN53766,Coverage,Basic,Basic,Extended,1.5615710525250715e-05
PN53766,Coverage,Basic,Basic,Premium,8.948482078995973e-06
PN53766,Churn,False,False,False,0.9240118298535432
PN53766,Churn,False,False,True,0.0759881701464568
DQ93036,Coverage,Extended,Extended,Basic,2.3430819963019847e-05
DQ93036,Coverage,Extended,Extended,Extended,0.9999419894485486
DQ93036,Coverage,Extended,Extended,Premium,3.45797314883455e-05
DQ93036,Churn,False,False,False,0.7748480414513582
DQ93036,Churn,False,False,True,0.2251519585486418
WA70405,Coverage,Basic,Basic,Basic,0.9997455626239112
WA70405,Coverage,Basic,Basic,Extended,2.47748892221894e-05
WA70405,Coverage,Basic,Basic,Premium,0.0002296624868663
WA70405,Churn,False,False,False,0.8655872891475294
WA70405,Churn,False,False,True,0.1344127108524706
NF51705,Coverage,Basic,Basic,Basic,0.9999668181094788
NF51705,Coverage,Basic,Basic,Extended,2.3047089241344808e-05
NF51705,Coverage,Basic,Basic,Premium,1.0134801280008932e-05
NF51705,Churn,False,False,False,0.8704408257415378
NF51705,Churn,False,False,True,0.1295591742584622
LR37068,Coverage,Extended,Extended,Basic,1.691610157917367e-05
LR37068,Coverage,Extended,Extended,Extended,0.9999668941565588
LR37068,Coverage,Extended,Extended,Premium,1.618974186212222e-05
LR37068,Churn,False,False,False,0.5312652311367434
LR37068,Churn,False,False,True,0.4687347688632566
EC18611,Coverage,Extended,Extended,Basic,1.00507550525439e-05
EC18611,Coverage,Extended,Extended,Extended,0.9999804218661198
EC18611,Coverage,Extended,Extended,Premium,9.527378827643544e-06
EC18611,Churn,False,True,False,0.1027120717459939
EC18611,Churn,False,True,True,0.897287928254006
NP88319,Coverage,Basic,Basic,Basic,0.9999466945048292
NP88319,Coverage,Basic,Basic,Extended,3.521671014018192e-05
NP88319,Coverage,Basic,Basic,Premium,1.808878503077644e-05
NP88319,Churn,False,False,False,0.852782320233745
NP88319,Churn,False,False,True,0.1472176797662549
AA11235,Coverage,Basic,Basic,Basic,0.9999879128932776
AA11235,Coverage,Basic,Basic,Extended,6.939631848162665e-06
AA11235,Coverage,Basic,Basic,Premium,5.147474874193132e-06
AA11235,Churn,False,False,False,0.6343900137800587
AA11235,Churn,False,False,True,0.3656099862199413
DL55489,Coverage,Basic,Basic,Basic,0.9999879217810967
DL55489,Coverage,Basic,Basic,Extended,9.172079308268062e-06
DL55489,Coverage,Basic,Basic,Premium,2.9061395950608955e-06
DL55489,Churn,False,False,False,0.8378579483519635
DL55489,Churn,False,False,True,0.1621420516480365
UU53919,Coverage,Basic,Basic,Basic,0.999929242923846
UU53919,Coverage,Basic,Basic,Extended,3.769496654799135e-05
UU53919,Coverage,Basic,Basic,Premium,3.3062109605979664e-05
UU53919,Churn,False,False,False,0.9094837053852668
UU53919,Churn,False,False,True,0.0905162946147332
JI11950,Coverage,Basic,Basic,Basic,0.9999670870757033
JI11950,Coverage,Basic,Basic,Extended,2.2976778771168777e-05
JI11950,Coverage,Basic,Basic,Premium,9.936145525555986e-06
JI11950,Churn,False,False,False,0.6806372480518865
JI11950,Churn,False,False,True,0.3193627519481135
QB82117,Coverage,Basic,Basic,Basic,0.9987754140264108
QB82117,Coverage,Basic,Basic,Extended,0.000145766172033
QB82117,Coverage,Basic,Basic,Premium,0.0010788198015562
QB82117,Churn,True,True,False,0.0678664209715923
QB82117,Churn,True,True,True,0.9321335790284077
MR33456,Coverage,Basic,Basic,Basic,0.9997593945529428
MR33456,Coverage,Basic,Basic,Extended,2.649667786068808e-05
MR33456,Coverage,Basic,Basic,Premium,0.0002141087691966
MR33456,Churn,False,False,False,0.8039625643298736
MR33456,Churn,False,False,True,0.1960374356701263
YN17362,Coverage,Basic,Basic,Basic,0.9999885112057372
YN17362,Coverage,Basic,Basic,Extended,6.3754568256464206e-06
YN17362,Coverage,Basic,Basic,Premium,5.1133374370779406e-06
YN17362,Churn,False,True,False,0.4075132530672908
YN17362,Churn,False,True,True,0.5924867469327092
UR73910,Coverage,Basic,Basic,Basic,0.9999941801580688
UR73910,Coverage,Basic,Basic,Extended,3.765086755975864e-06
UR73910,Coverage,Basic,Basic,Premium,2.0547551751323785e-06
UR73910,Churn,False,False,False,0.955895010304245
UR73910,Churn,False,False,True,0.044104989695755
KG63751,Coverage,Extended,Extended,Basic,9.377441327310792e-06
KG63751,Coverage,Extended,Extended,Extended,0.9999849797893836
KG63751,Coverage,Extended,Extended,Premium,5.642769288946514e-06
KG63751,Churn,True,True,False,0.1793407702631815
KG63751,Churn,True,True,True,0.8206592297368185
NK39001,Coverage,Extended,Extended,Basic,1.673870846902275e-05
NK39001,Coverage,Extended,Extended,Extended,0.9999515721039316
NK39001,Coverage,Extended,Extended,Premium,3.168918759930838e-05
NK39001,Churn,False,False,False,0.5756458451974069
NK39001,Churn,False,False,True,0.4243541548025931
HR85493,Coverage,Basic,Basic,Basic,0.9999455821602056
HR85493,Coverage,Basic,Basic,Extended,4.014216610328661e-05
HR85493,Coverage,Basic,Basic,Premium,1.4275673691132348e-05
HR85493,Churn,False,True,False,0.3766191525146434
HR85493,Churn,False,True,True,0.6233808474853566
QC50643,Coverage,Extended,Extended,Basic,9.694480341810556e-05
QC50643,Coverage,Extended,Extended,Extended,0.9998276589501272
QC50643,Coverage,Extended,Extended,Premium,7.539624645445982e-05
QC50643,Churn,False,False,False,0.7987604501245806
QC50643,Churn,False,False,True,0.2012395498754194
LO90345,Coverage,Basic,Basic,Basic,0.9966822524632362
LO90345,Coverage,Basic,Basic,Extended,0.0002648418086293
LO90345,Coverage,Basic,Basic,Premium,0.0030529057281344
LO90345,Churn,False,True,False,0.3803060779016946
LO90345,Churn,False,True,True,0.6196939220983054
WK64739,Coverage,Basic,Basic,Basic,0.9999964411121396
WK64739,Coverage,Basic,Basic,Extended,2.427890465978142e-06
WK64739,Coverage,Basic,Basic,Premium,1.1309973943486736e-06
WK64739,Churn,False,False,False,0.8838155313219632
WK64739,Churn,False,False,True,0.1161844686780368
QK88438,Coverage,Basic,Basic,Basic,0.9999630775611048
QK88438,Coverage,Basic,Basic,Extended,2.314348631144777e-05
QK88438,Coverage,Basic,Basic,Premium,1.377895258381929e-05
QK88438,Churn,False,False,False,0.9524251905460293
QK88438,Churn,False,False,True,0.0475748094539707
QX42433,Coverage,Extended,Extended,Basic,2.13440048579452e-05
QX42433,Coverage,Extended,Extended,Extended,0.9998394519475058
QX42433,Coverage,Extended,Extended,Premium,0.0001392040476361
QX42433,Churn,False,False,False,0.8464705803652807
QX42433,Churn,False,False,True,0.1535294196347193
BH52611,Coverage,Premium,Premium,Basic,0.0002498455670854
BH52611,Coverage,Premium,Premium,Extended,6.0606924904062025e-05
BH52611,Coverage,Premium,Premium,Premium,0.9996895475080104
BH52611,Churn,False,False,False,0.907053238240286
BH52611,Churn,False,False,True,0.0929467617597139
SA77508,Coverage,Basic,Basic,Basic,0.9999542105818172
SA77508,Coverage,Basic,Basic,Extended,2.7331829930101388e-05
SA77508,Coverage,Basic,Basic,Premium,1.8457588252802565e-05
SA77508,Churn,False,False,False,0.822466615934871
SA77508,Churn,False,False,True,0.1775333840651289
HD99234,Coverage,Extended,Extended,Basic,1.2032020120614945e-05
HD99234,Coverage,Extended,Extended,Extended,0.999980781223469
HD99234,Coverage,Extended,Extended,Premium,7.186756410303907e-06
HD99234,Churn,True,True,False,0.1022078776124784
HD99234,Churn,True,True,True,0.8977921223875216
DE37110,Coverage,Basic,Basic,Basic,0.9986929171259298
DE37110,Coverage,Basic,Basic,Extended,6.065899805711248e-05
DE37110,Coverage,Basic,Basic,Premium,0.0012464238760131
DE37110,Churn,False,False,False,0.7706844497268885
DE37110,Churn,False,False,True,0.2293155502731114
DJ93289,Coverage,Basic,Basic,Basic,0.9999162511632964
DJ93289,Coverage,Basic,Basic,Extended,4.247768471796881e-05
DJ93289,Coverage,Basic,Basic,Premium,4.12711519857232e-05
DJ93289,Churn,False,False,False,0.9732364299047278
DJ93289,Churn,False,False,True,0.0267635700952722
AC40767,Coverage,Basic,Basic,Basic,0.999984046481892
AC40767,Coverage,Basic,Basic,Extended,7.183822988385512e-06
AC40767,Coverage,Basic,Basic,Premium,8.76969511982125e-06
AC40767,Churn,False,False,False,0.9096034147040754
AC40767,Churn,False,False,True,0.0903965852959246
GA79817,Coverage,Basic,Basic,Basic,0.999989884725437
GA79817,Coverage,Basic,Basic,Extended,7.791032313696056e-06
GA79817,Coverage,Basic,Basic,Premium,2.324242249204774e-06
GA79817,Churn,False,True,False,0.3056604857788028
GA79817,Churn,False,True,True,0.6943395142211972
QH62059,Coverage,Basic,Basic,Basic,0.999989995883042
QH62059,Coverage,Basic,Basic,Extended,5.092164779285088e-06
QH62059,Coverage,Basic,Basic,Premium,4.911952178823486e-06
QH62059,Churn,False,False,False,0.5839330004877574
QH62059,Churn,False,False,True,0.4160669995122425
ZS35053,Coverage,Extended,Extended,Basic,5.771322482755915e-06
ZS35053,Coverage,Extended,Extended,Extended,0.9999854391850778
ZS35053,Coverage,Extended,Extended,Premium,8.789492439552367e-06
ZS35053,Churn,False,False,False,0.6420833815774906
ZS35053,Churn,False,False,True,0.3579166184225094
II37804,Coverage,Basic,Basic,Basic,0.9994673390580688
II37804,Coverage,Basic,Basic,Extended,5.095338739523034e-05
II37804,Coverage,Basic,Basic,Premium,0.0004817075545361
II37804,Churn,False,False,False,0.8262830594214795
II37804,Churn,False,False,True,0.1737169405785205
GE63585,Coverage,Basic,Basic,Basic,0.9999845436826176
GE63585,Coverage,Basic,Basic,Extended,6.723578842065131e-06
GE63585,Coverage,Basic,Basic,Premium,8.732738540322997e-06
GE63585,Churn,False,False,False,0.9290979305454392
GE63585,Churn,False,False,True,0.0709020694545606
UV86903,Coverage,Basic,Basic,Basic,0.9999665483129436
UV86903,Coverage,Basic,Basic,Extended,1.4344066563026938e-05
UV86903,Coverage,Basic,Basic,Premium,1.910762049347048e-05
UV86903,Churn,False,True,False,0.4163649217299485
UV86903,Churn,False,True,True,0.5836350782700515
JL71713,Coverage,Extended,Extended,Basic,1.3753781009333915e-05
JL71713,Coverage,Extended,Extended,Extended,0.9999706592999744
JL71713,Coverage,Extended,Extended,Premium,1.5586919016251618e-05
JL71713,Churn,False,False,False,0.9217664216842348
JL71713,Churn,False,False,True,0.0782335783157651
DO60145,Coverage,Extended,Extended,Basic,0.0003043255544622
DO60145,Coverage,Extended,Extended,Extended,0.9996245963369474
DO60145,Coverage,Extended,Extended,Premium,7.10781085902703e-05
DO60145,Churn,False,True,False,0.1450365515017259
DO60145,Churn,False,True,True,0.8549634484982741
FC59209,Coverage,Basic,Basic,Basic,0.9999964750288838
FC59209,Coverage,Basic,Basic,Extended,2.5895654139063743e-06
FC59209,Coverage,Basic,Basic,Premium,9.354057022430862e-07
FC59209,Churn,True,False,False,0.525197704058004
FC59209,Churn,True,False,True,0.4748022959419959
XQ74827,Coverage,Extended,Extended,Basic,0.0002584411322898
XQ74827,Coverage,Extended,Extended,Extended,0.9991062583632396
XQ74827,Coverage,Extended,Extended,Premium,0.0006353005044704
XQ74827,Churn,False,True,False,0.49580199306196
XQ74827,Churn,False,True,True,0.50419800693804
EY13576,Coverage,Basic,Basic,Basic,0.9996929956118502
EY13576,Coverage,Basic,Basic,Extended,3.993459721029384e-05
EY13576,Coverage,Basic,Basic,Premium,0.0002670697909394
EY13576,Churn,False,True,False,0.1410654320001633
EY13576,Churn,False,True,True,0.8589345679998367
US82810,Coverage,Extended,Extended,Basic,7.271396648770644e-05
US82810,Coverage,Extended,Extended,Extended,0.999903616190122
US82810,Coverage,Extended,Extended,Premium,2.3669843390480165e-05
US82810,Churn,False,True,False,0.24378546929533
US82810,Churn,False,True,True,0.7562145307046699
RC61383,Coverage,Basic,Basic,Basic,0.9987465322746336
RC61383,Coverage,Basic,Basic,Extended,0.0002071400823727
RC61383,Coverage,Basic,Basic,Premium,0.0010463276429937
RC61383,Churn,False,False,False,0.6412079054390405
RC61383,Churn,False,False,True,0.3587920945609595
PO80505,Coverage,Basic,Basic,Basic,0.999694909462134
PO80505,Coverage,Basic,Basic,Extended,3.477015185059192e-05
PO80505,Coverage,Basic,Basic,Premium,0.0002703203860154
PO80505,Churn,False,False,False,0.6607564615669033
PO80505,Churn,False,False,True,0.3392435384330968
MD17521,Coverage,Extended,Extended,Basic,0.0001112660785811
MD17521,Coverage,Extended,Extended,Extended,0.9998600977380624
MD17521,Coverage,Extended,Extended,Premium,2.8636183356611183e-05
MD17521,Churn,False,False,False,0.6602622662977615
MD17521,Churn,False,False,True,0.3397377337022385
YV93921,Coverage,Basic,Basic,Basic,0.9999611194585954
YV93921,Coverage,Basic,Basic,Extended,2.074713781380505e-05
YV93921,Coverage,Basic,Basic,Premium,1.8133403590658127e-05
YV93921,Churn,False,False,False,0.9609761863742232
YV93921,Churn,False,False,True,0.0390238136257767
JP64518,Coverage,Basic,Basic,Basic,0.9999889009929462
JP64518,Coverage,Basic,Basic,Extended,5.9856676236067095e-06
JP64518,Coverage,Basic,Basic,Premium,5.113339430214367e-06
JP64518,Churn,False,False,False,0.924348641823204
JP64518,Churn,False,False,True,0.075651358176796
OI98135,Coverage,Basic,Basic,Basic,0.9994901862831048
OI98135,Coverage,Basic,Basic,Extended,6.03989736712113e-05
OI98135,Coverage,Basic,Basic,Premium,0.0004494147432238
OI98135,Churn,False,False,False,0.5333078871457821
OI98135,Churn,False,False,True,0.4666921128542178
XS97845,Coverage,Premium,Premium,Basic,4.884884919785751e-05
XS97845,Coverage,Premium,Premium,Extended,7.796646979278477e-06
XS97845,Coverage,Premium,Premium,Premium,0.999943354503823
XS97845,Churn,True,True,False,0.4661083128780222
XS97845,Churn,True,True,True,0.5338916871219778
DL20327,Coverage,Basic,Basic,Basic,0.9999482001725548
DL20327,Coverage,Basic,Basic,Extended,3.220982026287604e-05
DL20327,Coverage,Basic,Basic,Premium,1.959000718224929e-05
DL20327,Churn,False,False,False,0.8726265196608599
DL20327,Churn,False,False,True,0.1273734803391401
GD86131,Coverage,Basic,Basic,Basic,0.9999544820139212
GD86131,Coverage,Basic,Basic,Extended,4.2621181991081314e-05
GD86131,Coverage,Basic,Basic,Premium,2.8968040877943497e-06
GD86131,Churn,False,False,False,0.8827020665305968
GD86131,Churn,False,False,True,0.1172979334694032
ID21061,Coverage,Extended,Extended,Basic,1.1168882193284064e-05
ID21061,Coverage,Extended,Extended,Extended,0.999948240382428
ID21061,Coverage,Extended,Extended,Premium,4.0590735378643216e-05
ID21061,Churn,False,False,False,0.7907659794250523
ID21061,Churn,False,False,True,0.2092340205749477
EN65835,Coverage,Premium,Premium,Basic,0.0028467700745547
EN65835,Coverage,Premium,Premium,Extended,0.0003283662866986
EN65835,Coverage,Premium,Premium,Premium,0.9968248636387465
EN65835,Churn,True,True,False,0.3635290939773704
EN65835,Churn,True,True,True,0.6364709060226296
BE65350,Coverage,Basic,Basic,Basic,0.999895857182221
BE65350,Coverage,Basic,Basic,Extended,7.564919633657446e-05
BE65350,Coverage,Basic,Basic,Premium,2.849362144244808e-05
BE65350,Churn,False,False,False,0.947641288133252
BE65350,Churn,False,False,True,0.0523587118667479
GI82721,Coverage,Basic,Basic,Basic,0.9999431694224424
GI82721,Coverage,Basic,Basic,Extended,3.530088941986239e-05
GI82721,Coverage,Basic,Basic,Premium,2.1529688137517925e-05
GI82721,Churn,False,True,False,0.2557490833490631
GI82721,Churn,False,True,True,0.7442509166509369
YR84813,Coverage,Premium,Premium,Basic,0.0002941009371293
YR84813,Coverage,Premium,Premium,Extended,6.280823228719973e-05
YR84813,Coverage,Premium,Premium,Premium,0.9996430908305834
YR84813,Churn,True,True,False,0.037833999377935
YR84813,Churn,True,True,True,0.9621660006220648
JZ28301,Coverage,Basic,Basic,Basic,0.9999708363403494
JZ28301,Coverage,Basic,Basic,Extended,1.981710393335496e-05
JZ28301,Coverage,Basic,Basic,Premium,9.346555717149769e-06
JZ28301,Churn,False,False,False,0.8549692993186102
JZ28301,Churn,False,False,True,0.1450307006813897
HL40930,Coverage,Extended,Extended,Basic,2.4512395700323015e-05
HL40930,Coverage,Extended,Extended,Extended,0.99993793245637
HL40930,Coverage,Extended,Extended,Premium,3.755514792973192e-05
HL40930,Churn,False,False,False,0.7603257580925981
HL40930,Churn,False,False,True,0.2396742419074019
HL33607,Coverage,Basic,Basic,Basic,0.9999733883383471
HL33607,Coverage,Basic,Basic,Extended,1.3204174898378757e-05
HL33607,Coverage,Basic,Basic,Premium,1.3407486754408327e-05
HL33607,Churn,False,False,False,0.8539199387463093
HL33607,Churn,False,False,True,0.1460800612536906
WU21638,Coverage,Basic,Basic,Basic,0.9943396840700284
WU21638,Coverage,Basic,Basic,Extended,0.0003433715844867
WU21638,Coverage,Basic,Basic,Premium,0.0053169443454847
WU21638,Churn,True,True,False,0.0243062254474381
WU21638,Churn,True,True,True,0.975693774552562
AG32304,Coverage,Basic,Basic,Basic,0.9999619178308352
AG32304,Coverage,Basic,Basic,Extended,2.45477369008786e-05
AG32304,Coverage,Basic,Basic,Premium,1.3534432263723814e-05
AG32304,Churn,False,False,False,0.9481104968144216
AG32304,Churn,False,False,True,0.0518895031855783
JX26859,Coverage,Extended,Extended,Basic,8.48143491149857e-06
JX26859,Coverage,Extended,Extended,Extended,0.9999760502397992
JX26859,Coverage,Extended,Extended,Premium,1.5468325289150876e-05
JX26859,Churn,False,False,False,0.7635224743733537
JX26859,Churn,False,False,True,0.2364775256266462
KC75958,Coverage,Basic,Basic,Basic,0.9995715470015089
KC75958,Coverage,Basic,Basic,Extended,0.000156498210704
KC75958,Coverage,Basic,Basic,Premium,0.000271954787787
KC75958,Churn,True,True,False,0.3311050931313575
KC75958,Churn,True,True,True,0.6688949068686425
ZV32968,Coverage,Basic,Basic,Basic,0.999913615907436
ZV32968,Coverage,Basic,Basic,Extended,7.239210047051627e-05
ZV32968,Coverage,Basic,Basic,Premium,1.3991992093291035e-05
ZV32968,Churn,False,False,False,0.867428483660495
ZV32968,Churn,False,False,True,0.132571516339505
GU45597,Coverage,Basic,Basic,Basic,0.9993605479444578
GU45597,Coverage,Basic,Basic,Extended,9.858830848053684e-05
GU45597,Coverage,Basic,Basic,Premium,0.0005408637470616
GU45597,Churn,True,True,False,0.1105102087401043
GU45597,Churn,True,True,True,0.8894897912598957
SO95845,Coverage,Basic,Basic,Basic,0.9998982905483188
SO95845,Coverage,Basic,Basic,Extended,4.6702086522199664e-05
SO95845,Coverage,Basic,Basic,Premium,5.500736515893236e-05
SO95845,Churn,False,False,False,0.9090330066863992
SO95845,Churn,False,False,True,0.0909669933136009
GL32197,Coverage,Basic,Basic,Basic,0.999967146064706
GL32197,Coverage,Basic,Basic,Extended,2.127506721979774e-05
GL32197,Coverage,Basic,Basic,Premium,1.1578868074474592e-05
GL32197,Churn,False,False,False,0.9071533882265932
GL32197,Churn,False,False,True,0.0928466117734066
SC11374,Coverage,Basic,Basic,Basic,0.9994020090695438
SC11374,Coverage,Basic,Basic,Extended,5.5223045717350834e-05
SC11374,Coverage,Basic,Basic,Premium,0.0005427678847387
SC11374,Churn,False,False,False,0.8922791625484394
SC11374,Churn,False,False,True,0.1077208374515605
RT29777,Coverage,Basic,Basic,Basic,0.9995482776623834
RT29777,Coverage,Basic,Basic,Extended,4.796881093236466e-05
RT29777,Coverage,Basic,Basic,Premium,0.0004037535266842
RT29777,Churn,False,False,False,0.682489015304788
RT29777,Churn,False,False,True,0.3175109846952119
OB73235,Coverage,Basic,Basic,Basic,0.9999779863268852
OB73235,Coverage,Basic,Basic,Extended,8.748487196238781e-06
OB73235,Coverage,Basic,Basic,Premium,1.3265185918582798e-05
OB73235,Churn,False,False,False,0.9248477219721056
OB73235,Churn,False,False,True,0.0751522780278943
MV41462,Coverage,Basic,Basic,Basic,0.9999651337151284
MV41462,Coverage,Basic,Basic,Extended,2.11128403185395e-05
MV41462,Coverage,Basic,Basic,Premium,1.3753444552950977e-05
MV41462,Churn,False,False,False,0.9625308180489776
MV41462,Churn,False,False,True,0.0374691819510223
FM67585,Coverage,Basic,Basic,Basic,0.9999474315699068
FM67585,Coverage,Basic,Basic,Extended,2.894064629091065e-05
FM67585,Coverage,Basic,Basic,Premium,2.362778380212505e-05
FM67585,Churn,False,False,False,0.9465111381425414
FM67585,Churn,False,False,True,0.0534888618574585
KG57925,Coverage,Basic,Basic,Basic,0.9999896247862776
KG57925,Coverage,Basic,Basic,Extended,5.027903106679247e-06
KG57925,Coverage,Basic,Basic,Premium,5.347310615768024e-06
KG57925,Churn,False,False,False,0.911338439786644
KG57925,Churn,False,False,True,0.088661560213356
IY24560,Coverage,Basic,Basic,Basic,0.9999217445279523
IY24560,Coverage,Basic,Basic,Extended,2.866765081495941e-05
IY24560,Coverage,Basic,Basic,Premium,4.958782123280503e-05
IY24560,Churn,False,False,False,0.9230028485632008
IY24560,Churn,False,False,True,0.0769971514367991
BV33510,Coverage,Extended,Extended,Basic,2.44832708934676e-05
BV33510,Coverage,Extended,Extended,Extended,0.9999465376511948
BV33510,Coverage,Extended,Extended,Premium,2.8979077911856666e-05
BV33510,Churn,False,False,False,0.6478246334327906
BV33510,Churn,False,False,True,0.3521753665672094
XA77673,Coverage,Basic,Basic,Basic,0.999571113470812
XA77673,Coverage,Basic,Basic,Extended,0.0001584707735766
XA77673,Coverage,Basic,Basic,Premium,0.0002704157556114
XA77673,Churn,False,True,False,0.1501981860680379
XA77673,Churn,False,True,True,0.8498018139319621
XN90861,Coverage,Basic,Basic,Basic,0.9999305580521928
XN90861,Coverage,Basic,Basic,Extended,3.972347064525341e-05
XN90861,Coverage,Basic,Basic,Premium,2.9718477162295484e-05
XN90861,Churn,False,False,False,0.9069163398198258
XN90861,Churn,False,False,True,0.0930836601801742
WS84995,Coverage,Extended,Extended,Basic,2.097870882892645e-05
WS84995,Coverage,Extended,Extended,Extended,0.9999606621548132
WS84995,Coverage,Extended,Extended,Premium,1.835913635793864e-05
WS84995,Churn,True,True,False,0.1520554971549257
WS84995,Churn,True,True,True,0.8479445028450743
