Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Churn
CY47265,Oregon,2886.451602,Extended,High School or Below,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Agent,486.278557,Four-Door Car,Large,True
ZI47663,Arizona,12741.84754,Basic,Bachelor,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Branch,419.365958,SUV,Medsize,False
GO14008,Oregon,5398.098108,Basic,Bachelor,Employed,F,73775,Suburban,Divorced,67,14,51,0,3,Personal Auto,Agent,321.6,Four-Door Car,Medsize,False
BC43958,California,7285.030983,Basic,High School or Below,Employed,M,44788,Suburban,Married,61,6,48,0,2,Corporate Auto,Agent,386.031248,Four-Door Car,Small,False
AI61368,Nevada,17651.96339,Extended,High School or Below,Medical Leave,F,22510,Suburban,Single,95,19,48,0,2,Personal Auto,Web,456,Four-Door Car,Small,True
UF37831,Arizona,17029.89338,Extended,Master,Employed,M,54613,Urban,Divorced,213,29,62,0,5,Personal Auto,Call Center,731.559007,Luxury SUV,Medsize,False
PO90615,Arizona,2491.257604,Basic,High School or Below,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Agent,329.206567,Four-Door Car,Medsize,False
GY74661,Oregon,4039.315002,Basic,College,Employed,F,34911,Rural,Divorced,105,6,31,1,1,Personal Auto,Agent,126.779673,SUV,Large,False
MX50302,Oregon,2619.337376,Basic,Bachelor,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Special Auto,Agent,225.578841,Two-Door Car,Medsize,False
TC84427,Oregon,5049.689638,Basic,High School or Below,Employed,F,61080,Urban,Single,66,7,41,2,9,Personal Auto,Call Center,294.284951,Four-Door Car,Medsize,False
IQ82914,Oregon,4983.457132,Basic,Master,Employed,F,60415,Rural,Divorced,62,10,31,0,5,Personal Auto,Branch,72.665253,Two-Door Car,Small,False
TY74870,California,2530.639412,Basic,Master,Medical Leave,F,25143,Rural,Divorced,66,34,38,0,1,Corporate Auto,Branch,8.737111,Four-Door Car,Medsize,False
II83628,California,7396.719746,Basic,College,Employed,M,41045,Suburban,Single,64,9,28,1,2,Personal Auto,Branch,394.582401,Four-Door Car,Medsize,False
ZR77995,California,3832.898507,Extended,College,Employed,M,97729,Rural,Married,95,18,21,0,1,Personal Auto,Web,97.176153,Four-Door Car,Medsize,False
QT89604,Arizona,4961.405917,Basic,High School or Below,Employed,F,55702,Rural,Married,61,13,55,0,6,Personal Auto,Agent,151.13336,Four-Door Car,Medsize,False
AB21519,California,3861.486269,Extended,College,Employed,F,93272,Urban,Married,95,3,54,0,1,Personal Auto,Branch,281.110788,Four-Door Car,Medsize,False
MP47256,California,22658.53652,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19,50,0,2,Personal Auto,Branch,404.817249,Four-Door Car,Medsize,False
MA47641,Oregon,10408.96865,Basic,High School or Below,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Branch,523.815839,SUV,Medsize,False
GQ20713,Nevada,4834.710493,Basic,College,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Call Center,316.8,Four-Door Car,Medsize,False
WW87934,Arizona,8257.666512,Basic,Bachelor,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Personal Auto,Call Center,424.330166,Four-Door Car,Medsize,False
HF75276,Nevada,3052.629532,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,93,15,31,3,1,Personal Auto,Branch,446.4,Four-Door Car,Large,True
ET64028,California,4012.319346,Extended,High School or Below,Employed,F,47221,Suburban,Married,99,8,79,0,1,Personal Auto,Agent,475.2,Two-Door Car,Large,False
QA41472,Oregon,13355.48637,Basic,Bachelor,Employed,M,34495,Urban,Married,113,27,29,0,2,Personal Auto,Branch,389.673944,SUV,Medsize,False
OZ92426,Oregon,2364.43161,Basic,College,Employed,M,46264,Urban,Single,62,17,75,0,1,Corporate Auto,Branch,199.37361,Four-Door Car,Medsize,False
UM69933,Nevada,2489.337928,Basic,College,Employed,M,46051,Suburban,Married,63,16,34,0,1,Personal Auto,Branch,302.4,Two-Door Car,Large,False
RQ11502,Nevada,4755.720009,Extended,Bachelor,Retired,F,23975,Suburban,Married,128,8,39,0,1,Corporate Auto,Agent,614.4,SUV,Small,False
TX98128,California,13864.38495,Basic,College,Unemployed,F,0,Suburban,Single,74,4,12,4,2,Personal Auto,Agent,580.886785,Four-Door Car,Large,False
XY52165,Arizona,3020.424822,Basic,College,Employed,F,78561,Suburban,Married,74,7,50,0,1,Personal Auto,Branch,355.2,Two-Door Car,Medsize,False
GB39003,California,6285.305195,Extended,High School or Below,Unemployed,M,0,Suburban,Single,90,4,63,0,7,Personal Auto,Agent,432,Two-Door Car,Medsize,True
VH43367,California,2506.021971,Basic,High School or Below,Employed,F,61402,Suburban,Married,63,14,56,2,1,Special Auto,Agent,302.4,Four-Door Car,Medsize,False
KG81168,Arizona,2826.307641,Basic,Bachelor,Employed,M,65090,Rural,Married,71,28,3,0,1,Personal Auto,Agent,73.995096,Four-Door Car,Medsize,False
WU14549,Nevada,4369.71794,Premium,Master,Employed,M,88495,Suburban,Married,108,2,83,0,1,Personal Auto,Branch,535.926948,Two-Door Car,Medsize,False
XB17553,Nevada,12174.58795,Basic,Bachelor,Employed,M,52797,Rural,Married,104,14,13,1,2,Personal Auto,Agent,88.173438,Sports Car,Small,False
MY88518,Nevada,3528.044252,Extended,Doctor,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Branch,441.6,Two-Door Car,Medsize,False
XE18554,California,10436.57466,Extended,Bachelor,Medical Leave,F,24177,Suburban,Married,92,4,37,1,2,Personal Auto,Agent,441.6,Four-Door Car,Medsize,False
NY97446,Oregon,2746.121383,Basic,High School or Below,Employed,F,96339,Urban,Married,68,1,44,0,1,Corporate Auto,Branch,293.205349,Four-Door Car,Medsize,False
VT96364,California,9175.171899,Premium,Bachelor,Employed,M,68164,Rural,Single,119,27,37,2,6,Personal Auto,Agent,222.582872,Four-Door Car,Small,False
ZY20779,Washington,4979.079933,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,17,57,0,5,Personal Auto,Agent,340.8,Two-Door Car,Medsize,False
NN65845,Washington,2585.937023,Basic,Bachelor,Disabled,F,21603,Suburban,Married,68,11,46,2,1,Personal Auto,Branch,326.4,Four-Door Car,Large,False
VC54081,Oregon,9449.745947,Basic,College,Unemployed,F,0,Rural,Married,63,11,20,0,2,Special Auto,Branch,117.744416,Four-Door Car,Medsize,False
CE94751,California,4568.819387,Basic,College,Unemployed,M,0,Suburban,Single,70,5,33,1,7,Personal Auto,Branch,524.836298,Two-Door Car,Medsize,False
VM85856,Oregon,2574.020376,Basic,Master,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal Auto,Web,42.689135,Four-Door Car,Medsize,False
EH37385,Arizona,8789.88406,Basic,Master,Employed,F,22849,Suburban,Married,109,5,75,0,4,Personal Auto,Call Center,523.2,Sports Car,Medsize,False
FI45719,Arizona,2507.407815,Basic,Doctor,Employed,M,32893,Urban,Married,63,13,14,0,1,Personal Auto,Agent,174.086385,Four-Door Car,Medsize,False
SB79528,Oregon,2522.41457,Basic,College,Unemployed,M,0,Suburban,Single,73,24,15,0,1,Corporate Auto,Branch,350.4,Two-Door Car,Medsize,False
WH81461,Nevada,7542.713967,Basic,College,Unemployed,M,0,Suburban,Single,111,7,25,0,3,Personal Auto,Branch,1186.972445,SUV,Medsize,True
UD47050,Oregon,6005.214792,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,Corporate Auto,Agent,364.8,Four-Door Car,Medsize,False
XZ17273,Nevada,20998.25947,Basic,Bachelor,Employed,M,71663,Rural,Married,74,23,22,0,2,Corporate Auto,Web,84.494022,Four-Door Car,Medsize,False
XR97812,California,2345.084479,Basic,College,Unemployed,M,0,Suburban,Single,69,1,56,0,1,Personal Auto,Agent,331.2,Four-Door Car,Medsize,False
BW88060,California,8783.165364,Basic,High School or Below,Disabled,F,16994,Suburban,Married,112,25,12,0,8,Personal Auto,Call Center,806.4,SUV,Medsize,False
CP32818,Oregon,4529.965388,Basic,Bachelor,Employed,M,64270,Rural,Single,117,12,58,0,1,Personal Auto,Agent,46.104534,Sports Car,Small,False
CM52565,Nevada,6033.222351,Extended,High School or Below,Unemployed,F,0,Suburban,Single,83,4,3,0,3,Corporate Auto,Call Center,597.6,Four-Door Car,Medsize,True
YP40334,Oregon,5308.246978,Premium,Doctor,Unemployed,F,0,Rural,Single,145,29,70,0,1,Personal Auto,Web,358.765757,SUV,Medsize,True
KD63998,California,2674.730716,Basic,College,Employed,M,56342,Suburban,Single,69,12,89,0,1,Personal Auto,Call Center,331.2,Four-Door Car,Small,False
VC77127,California,4929.8075,Basic,High School or Below,Unemployed,F,0,Suburban,Single,70,25,21,0,6,Personal Auto,Call Center,837.438442,Four-Door Car,Medsize,False
AM30008,California,14131.12134,Basic,High School or Below,Employed,M,28327,Suburban,Single,185,29,26,0,3,Personal Auto,Web,888,Luxury Car,Medsize,False
PC83755,Oregon,2471.528431,Basic,High School or Below,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Agent,114.273025,Two-Door Car,Medsize,False
XS22323,Arizona,6005.214792,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Agent,364.8,Four-Door Car,Medsize,False
YM43461,Washington,14082.63918,Premium,College,Unemployed,M,0,Suburban,Single,102,17,91,0,2,Personal Auto,Agent,734.4,Four-Door Car,Large,False
BH23017,Nevada,19116.56806,Basic,Bachelor,Unemployed,F,0,Suburban,Single,61,31,43,0,2,Personal Auto,Branch,657.808231,Two-Door Car,Small,True
OD18225,California,6631.665538,Extended,College,Employed,M,32918,Suburban,Married,84,33,69,0,3,Personal Auto,Agent,403.2,Four-Door Car,Medsize,False
VE31507,Oregon,7432.299921,Basic,High School or Below,Unemployed,F,0,Suburban,Single,71,4,76,0,2,Personal Auto,Web,447.333545,Four-Door Car,Medsize,True
NR18672,Nevada,2928.115104,Basic,High School or Below,Employed,M,63127,Rural,Married,74,35,17,1,1,Personal Auto,Agent,174.292234,Two-Door Car,Large,False
DM76654,California,46611.87375,Extended,College,Employed,M,22022,Suburban,Single,136,35,1,0,2,Personal Auto,Branch,979.2,SUV,Large,False
YY11432,Oregon,16515.00927,Extended,High School or Below,Employed,F,51725,Rural,Married,138,9,16,1,2,Personal Auto,Agent,159.004261,SUV,Medsize,True
BD77090,Washington,8609.158215,Basic,Bachelor,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Branch,289.040734,SUV,Medsize,False
XA75063,Oregon,10213.56338,Extended,College,Employed,F,39719,Suburban,Divorced,131,1,57,0,3,Personal Auto,Agent,628.8,Sports Car,Medsize,False
PQ13422,Nevada,10049.28585,Extended,College,Employed,M,58194,Suburban,Married,84,26,23,0,2,Personal Auto,Web,450.996589,Four-Door Car,Small,False
NA89685,Oregon,5746.148291,Basic,College,Employed,M,61990,Rural,Married,72,21,47,0,9,Personal Auto,Agent,48.884434,Four-Door Car,Medsize,False
AL35726,Oregon,3746.751625,Extended,College,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Call Center,19.575683,Two-Door Car,Large,True
WO70078,Oregon,7486.068405,Extended,Bachelor,Employed,F,97899,Rural,Divorced,95,29,73,3,7,Personal Auto,Branch,3.772105,Four-Door Car,Medsize,False
CA56041,Nevada,9120.065162,Basic,College,Employed,F,63878,Urban,Married,113,32,47,0,9,Personal Auto,Call Center,370.285349,SUV,Small,False
HI41970,Oregon,5678.046711,Basic,High School or Below,Employed,F,68671,Rural,Married,70,30,49,0,6,Special Auto,Call Center,8.076879,Two-Door Car,Medsize,False
AU46443,Nevada,7517.083811,Basic,Bachelor,Unemployed,F,0,Suburban,Single,102,19,13,0,3,Personal Auto,Agent,1178.995926,SUV,Medsize,True
WC35554,Oregon,4530.530663,Basic,College,Employed,M,34640,Urban,Married,117,23,54,2,1,Personal Auto,Call Center,466.318191,Sports Car,Medsize,True
JR10216,California,2691.380574,Basic,Bachelor,Retired,F,21959,Suburban,Married,71,0,69,0,1,Corporate Auto,Web,340.8,Four-Door Car,Small,False
OH11674,Arizona,8068.623946,Basic,Bachelor,Employed,F,51584,Suburban,Divorced,69,11,98,2,2,Corporate Auto,Branch,368.919773,Two-Door Car,Small,False
US85318,Oregon,2478.576723,Basic,Bachelor,Employed,F,65744,Urban,Divorced,62,9,77,0,1,Corporate Auto,Call Center,166.507217,Four-Door Car,Medsize,False
FS19862,Arizona,9112.041503,Basic,Bachelor,Disabled,F,25198,Suburban,Married,118,26,36,0,4,Personal Auto,Call Center,566.4,SUV,Small,False
ZP80713,Arizona,2772.441318,Basic,Master,Employed,F,79663,Urban,Divorced,69,14,39,0,1,Personal Auto,Branch,263.957201,Two-Door Car,Medsize,False
OK50159,Arizona,4305.793209,Basic,Bachelor,Employed,F,31071,Rural,Single,111,0,57,2,1,Personal Auto,Call Center,215.23091,Sports Car,Small,False
TP54769,California,5103.35758,Extended,Bachelor,Employed,F,39452,Urban,Divorced,131,6,54,0,1,Corporate Auto,Web,398.190882,SUV,Medsize,False
FS49381,Oregon,4784.960513,Basic,Bachelor,Employed,F,25813,Urban,Divorced,61,16,97,0,8,Personal Auto,Agent,205.332749,Four-Door Car,Medsize,False
DQ79499,Oregon,10541.10977,Extended,Doctor,Employed,F,59965,Suburban,Married,131,7,54,0,7,Personal Auto,Branch,905.030448,SUV,Medsize,False
NM62724,Washington,2179.425137,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,23,90,0,1,Personal Auto,Branch,544.362598,Two-Door Car,Medsize,True
VO25602,Nevada,7610.840476,Extended,College,Employed,F,98701,Rural,Married,94,22,66,0,3,Personal Auto,Branch,79.615631,Four-Door Car,Small,False
EP93369,Arizona,8510.525936,Extended,College,Unemployed,F,0,Suburban,Single,121,5,94,0,8,Personal Auto,Branch,871.2,Sports Car,Medsize,False
DQ45854,Oregon,16172.94049,Basic,College,Employed,F,64388,Rural,Single,68,9,46,0,2,Personal Auto,Branch,12.394834,Four-Door Car,Medsize,False
QG15661,Oregon,2425.494812,Basic,College,Employed,M,66841,Rural,Divorced,62,4,73,0,1,Personal Auto,Call Center,123.436634,Four-Door Car,Medsize,False
YA80645,Oregon,2899.317224,Basic,High School or Below,Employed,F,33738,Urban,Divorced,74,6,50,1,1,Corporate Auto,Agent,304.390472,Four-Door Car,Medsize,False
TW16499,California,3633.05403,Extended,Bachelor,Employed,M,43334,Suburban,Married,95,3,72,2,1,Corporate Auto,Call Center,614.367195,Two-Door Car,Small,False
UP97629,California,3457.154249,Extended,College,Unemployed,F,0,Urban,Married,91,13,89,0,1,Personal Auto,Web,245.673365,Four-Door Car,Medsize,False
NU42684,Nevada,3394.720301,Extended,College,Employed,F,83431,Suburban,Married,84,13,33,0,1,Personal Auto,Web,403.2,Four-Door Car,Medsize,False
FS42690,Washington,3781.4548,Extended,College,Employed,M,57647,Suburban,Married,94,3,99,0,1,Personal Auto,Branch,451.2,Two-Door Car,Medsize,False
BM69818,Oregon,5841.528134,Extended,Bachelor,Unemployed,M,0,Suburban,Divorced,79,17,4,0,3,Personal Auto,Call Center,379.2,Four-Door Car,Large,False
HK15299,California,5479.854218,Basic,High School or Below,Employed,M,38210,Suburban,Married,69,25,41,0,3,Personal Auto,Agent,383.043363,Four-Door Car,Medsize,False
NP88496,Nevada,20455.24946,Basic,High School or Below,Unemployed,F,0,Suburban,Married,67,28,72,0,2,Personal Auto,Agent,482.4,Four-Door Car,Large,False
SB99002,Oregon,8319.123035,Basic,Bachelor,Employed,F,49734,Rural,Married,69,3,41,0,2,Corporate Auto,Call Center,154.748539,Four-Door Car,Medsize,False
VW82067,Washington,5181.620895,Basic,Master,Employed,F,97131,Suburban,Married,64,5,80,0,6,Personal Auto,Agent,307.2,Four-Door Car,Small,False
JG30837,Oregon,4163.79336,Basic,College,Disabled,M,11689,Suburban,Divorced,117,7,46,0,1,Corporate Auto,Web,561.6,SUV,Medsize,False
AC22873,Arizona,4853.100287,Extended,High School or Below,Medical Leave,F,17120,Suburban,Married,125,14,95,0,1,Special Auto,Agent,717.285949,SUV,Medsize,False
RO85831,Oregon,7531.697272,Basic,High School or Below,Employed,M,82157,Suburban,Single,188,5,33,0,1,Corporate Auto,Agent,1353.6,Luxury Car,Medsize,True
WT71621,Washington,3280.457296,Extended,Bachelor,Employed,F,63297,Urban,Married,82,1,33,0,1,Personal Auto,Web,251.756739,Four-Door Car,Medsize,False
OF24813,Washington,32961.15225,Basic,High School or Below,Employed,F,66014,Urban,Married,102,34,11,0,2,Personal Auto,Branch,459.966453,SUV,Medsize,False
GH31557,California,2684.581561,Basic,High School or Below,Employed,M,98121,Suburban,Divorced,67,22,49,0,1,Personal Auto,Web,383.655742,Two-Door Car,Small,False
WI89081,Washington,10392.96347,Extended,Bachelor,Employed,M,93495,Urban,Married,129,8,0,0,9,Personal Auto,Agent,618.20653,SUV,Medsize,False
IO27771,Oregon,9036.657561,Premium,College,Employed,F,89382,Suburban,Married,112,2,61,0,3,Corporate Auto,Branch,573.990258,Four-Door Car,Small,False
HB99061,Arizona,5352.18703,Extended,High School or Below,Employed,F,97742,Rural,Married,132,6,52,0,1,Corporate Auto,Branch,199.590599,SUV,Medsize,False
HQ82089,Arizona,11880.96623,Premium,High School or Below,Unemployed,F,0,Suburban,Single,114,29,96,0,2,Personal Auto,Branch,820.8,Four-Door Car,Medsize,True
JN72184,Oregon,2557.094323,Basic,College,Unemployed,M,0,Suburban,Divorced,73,30,8,0,1,Corporate Auto,Branch,525.6,Four-Door Car,Medsize,True
WQ46946,California,7914.82311,Extended,College,Employed,F,77153,Urban,Married,99,3,27,1,5,Personal Auto,Branch,355.641958,Four-Door Car,Medsize,False
WJ44028,California,9840.082616,Extended,Master,Employed,M,94590,Suburban,Married,81,26,31,0,2,Personal Auto,Web,388.8,Two-Door Car,Medsize,False
WH77063,Arizona,4351.550504,Premium,High School or Below,Employed,F,74163,Suburban,Married,108,14,63,0,1,Personal Auto,Agent,518.4,Four-Door Car,Small,False
FI13966,Oregon,22207.82615,Premium,High School or Below,Employed,F,40450,Suburban,Married,287,8,20,3,7,Personal Auto,Branch,1377.6,Luxury SUV,Small,True
AQ46199,Oregon,4825.258632,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,8,30,0,8,Personal Auto,Web,511.2,Two-Door Car,Medsize,False
WV69362,Arizona,6947.838781,Extended,High School or Below,Unemployed,F,0,Suburban,Single,99,12,77,0,4,Corporate Auto,Call Center,475.2,Two-Door Car,Medsize,False
RJ90816,California,3344.809462,Extended,College,Employed,F,33243,Rural,Married,85,13,19,0,1,Personal Auto,Call Center,24.555177,Four-Door Car,Small,False
NH19236,Arizona,2357.503128,Basic,Master,Unemployed,M,0,Urban,Married,64,25,80,0,1,Personal Auto,Branch,199.791024,Four-Door Car,Medsize,False
VW88911,Oregon,35944.71048,Premium,High School or Below,Unemployed,M,0,Suburban,Single,114,33,55,0,2,Corporate Auto,Branch,820.8,Four-Door Car,Large,True
NV14535,Nevada,10408.96865,Basic,High School or Below,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Branch,523.815839,SUV,Medsize,False
BM66931,Arizona,4048.16129,Basic,High School or Below,Employed,F,92801,Urban,Married,100,24,23,0,1,Personal Auto,Web,407.045238,SUV,Medsize,False
JW24035,Oregon,6852.001946,Basic,College,Unemployed,M,0,Suburban,Single,69,7,45,1,2,Personal Auto,Branch,406.999443,Four-Door Car,Medsize,True
PG82270,California,2903.024168,Basic,College,Employed,M,36845,Suburban,Married,74,14,33,0,1,Personal Auto,Branch,355.2,Four-Door Car,Small,False
RW65101,California,18039.11422,Basic,College,Unemployed,F,0,Suburban,Single,63,28,82,0,2,Personal Auto,Web,503.204804,Four-Door Car,Medsize,False
QO79771,California,3242.043926,Extended,Master,Employed,F,72330,Rural,Married,81,2,50,2,1,Personal Auto,Call Center,126.509441,Four-Door Car,Small,False
EC44438,Nevada,2467.620791,Basic,Bachelor,Medical Leave,F,19352,Suburban,Married,65,16,0,0,1,Personal Auto,Branch,724.463534,Four-Door Car,Small,False
MW54213,Arizona,5674.383424,Basic,College,Unemployed,M,0,Suburban,Married,62,13,6,5,2,Personal Auto,Agent,297.6,Four-Door Car,Medsize,False
ZN33412,Arizona,8634.355958,Extended,College,Disabled,F,25073,Suburban,Single,79,3,84,0,2,Personal Auto,Branch,379.2,Four-Door Car,Medsize,False
HZ56678,Oregon,2780.196856,Basic,High School or Below,Disabled,F,20261,Suburban,Divorced,72,4,55,0,1,Personal Auto,Web,345.6,Four-Door Car,Large,False
AN36757,Oregon,22056.00496,Extended,Master,Employed,M,66851,Urban,Married,92,10,70,2,2,Personal Auto,Branch,408.550442,Four-Door Car,Medsize,True
NB54665,Arizona,2514.59196,Basic,High School or Below,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Agent,156.124914,Four-Door Car,Medsize,False
MG99229,Oregon,5886.221122,Basic,College,Unemployed,M,0,Suburban,Single,180,21,68,0,1,Corporate Auto,Agent,1777.471271,Luxury Car,Small,True
MX76292,California,7706.036295,Basic,Doctor,Employed,F,48019,Rural,Married,64,15,94,0,2,Corporate Auto,Agent,137.665031,Four-Door Car,Medsize,False
EJ90880,California,2790.458197,Basic,College,Employed,M,28786,Suburban,Married,71,30,69,1,1,Personal Auto,Agent,345.619809,Four-Door Car,Medsize,False
WO95180,California,2397.036098,Basic,High School or Below,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Corporate Auto,Branch,572.072106,Four-Door Car,Medsize,False
BU53191,Arizona,8834.322784,Basic,Bachelor,Employed,F,34133,Rural,Divorced,111,0,72,0,7,Personal Auto,Call Center,226.9684,SUV,Small,False
ZK54897,Arizona,14435.67365,Premium,Master,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Agent,109.906628,Two-Door Car,Medsize,False
PP48389,California,6871.966648,Premium,Bachelor,Unemployed,F,0,Suburban,Married,196,5,59,2,1,Personal Auto,Agent,940.8,Sports Car,Medsize,True
XD29421,Oregon,15362.35442,Basic,High School or Below,Employed,M,48115,Suburban,Married,192,15,67,0,5,Personal Auto,Agent,1382.4,Luxury Car,Large,False
OP26403,California,4834.797545,Basic,College,Employed,F,32017,Suburban,Married,62,9,10,2,7,Personal Auto,Branch,297.6,Four-Door Car,Small,False
XK15687,Oregon,10899.30177,Extended,High School or Below,Employed,F,58518,Rural,Married,136,17,9,0,3,Personal Auto,Agent,323.637414,SUV,Medsize,False
ED29955,California,5284.041003,Basic,Bachelor,Employed,M,61542,Suburban,Married,67,33,83,0,6,Personal Auto,Agent,321.6,Four-Door Car,Medsize,False
QT84720,Oregon,2891.726781,Basic,Bachelor,Employed,F,56761,Rural,Married,73,31,80,1,1,Corporate Auto,Branch,85.146928,Two-Door Car,Large,False
ZH35315,California,4900.545112,Basic,College,Disabled,M,22976,Suburban,Married,66,19,33,0,4,Personal Auto,Branch,345.951322,Four-Door Car,Large,False
EE76374,Nevada,20842.5963,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,14,29,0,2,Personal Auto,Web,709.082334,Four-Door Car,Medsize,True
RF72106,Washington,8415.644389,Basic,College,Unemployed,M,0,Suburban,Single,62,8,98,0,2,Personal Auto,Branch,446.4,Four-Door Car,Small,False
BS13111,Arizona,6630.836094,Basic,Bachelor,Unemployed,M,0,Urban,Divorced,66,20,53,0,2,Personal Auto,Branch,315.950185,Four-Door Car,Medsize,True
JP12645,Arizona,12036.62051,Basic,Bachelor,Employed,M,44428,Suburban,Single,104,17,61,0,2,Personal Auto,Call Center,499.2,SUV,Medsize,False
ZF28570,Nevada,3895.034766,Premium,Bachelor,Employed,M,52361,Suburban,Single,102,13,78,0,1,Personal Auto,Agent,645.952371,Four-Door Car,Medsize,False
UU93074,California,11701.06985,Premium,College,Employed,M,32435,Suburban,Married,297,24,68,0,1,Personal Auto,Agent,1767.348807,Luxury Car,Medsize,True
SZ60450,California,3419.108695,Extended,High School or Below,Employed,M,40272,Rural,Married,86,8,64,0,1,Personal Auto,Agent,23.387192,Two-Door Car,Medsize,False
HL63895,Arizona,7302.775082,Basic,Master,Employed,M,30492,Urban,Married,61,32,68,0,2,Personal Auto,Branch,171.38289,Four-Door Car,Medsize,False
UD27196,Arizona,19685.40911,Extended,High School or Below,Employed,M,51524,Suburban,Married,244,6,30,0,3,Personal Auto,Branch,1171.2,Luxury Car,Small,False
OU53351,Arizona,2486.064902,Basic,College,Employed,M,36635,Suburban,Married,63,20,28,0,1,Corporate Auto,Agent,302.4,Four-Door Car,Small,False
SX50964,Arizona,5224.328801,Basic,Bachelor,Employed,F,83389,Urban,Married,65,5,57,0,3,Corporate Auto,Branch,209.25613,Two-Door Car,Small,False
RP30093,Oregon,49221.43073,Premium,Bachelor,Employed,F,63035,Suburban,Married,153,20,97,0,2,Personal Auto,Agent,734.4,SUV,Medsize,False
BK73302,California,3167.888725,Extended,Bachelor,Employed,M,61638,Suburban,Divorced,82,3,55,2,1,Corporate Auto,Web,544.340079,Four-Door Car,Medsize,False
CS93971,Arizona,7805.31287,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Agent,508.8,SUV,Small,False
RG13940,California,13197.92893,Basic,College,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Agent,326.4,Four-Door Car,Large,False
ZG94155,Oregon,6234.305918,Extended,Bachelor,Unemployed,M,0,Rural,Married,82,26,12,0,9,Personal Auto,Branch,192.7604,Two-Door Car,Large,False
QN15356,Arizona,7539.600588,Basic,College,Unemployed,M,0,Suburban,Single,74,23,64,0,2,Personal Auto,Branch,532.8,Four-Door Car,Large,True
MZ16820,Nevada,8157.933629,Premium,High School or Below,Employed,M,86811,Suburban,Married,102,19,22,0,5,Corporate Auto,Call Center,489.6,Four-Door Car,Small,False
DO98345,Oregon,13156.74895,Extended,High School or Below,Employed,M,72517,Urban,Married,82,33,27,0,2,Personal Auto,Web,371.458196,Two-Door Car,Medsize,False
EQ69638,Washington,5107.624201,Extended,College,Unemployed,M,0,Suburban,Single,77,2,71,0,9,Personal Auto,Branch,554.4,Four-Door Car,Small,True
UK76814,Oregon,5339.388388,Basic,Doctor,Employed,F,84424,Urban,Married,66,18,71,0,9,Personal Auto,Call Center,231.537001,Four-Door Car,Medsize,False
SR30440,California,8649.175023,Basic,College,Employed,F,43383,Suburban,Married,109,7,60,0,8,Personal Auto,Branch,757.593913,SUV,Medsize,False
XE66367,Oregon,7519.133631,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Special Auto,Agent,185.355353,Four-Door Car,Medsize,False
SZ70655,California,4293.009593,Basic,College,Unemployed,F,0,Suburban,Single,61,18,15,0,8,Corporate Auto,Agent,292.8,Two-Door Car,Large,True
LX99948,Washington,4529.062612,Basic,Master,Employed,F,65134,Urban,Married,112,28,48,0,1,Personal Auto,Branch,529.147483,SUV,Small,False
DK98861,Arizona,13160.3389,Basic,College,Employed,F,94125,Urban,Married,109,33,21,0,2,Personal Auto,Call Center,341.680131,SUV,Medsize,False
JX14364,Oregon,13235.54436,Basic,College,Employed,M,39778,Suburban,Married,112,23,49,0,2,Personal Auto,Call Center,806.4,SUV,Medsize,False
LI85491,Oregon,3744.577726,Basic,High School or Below,Unemployed,F,0,Suburban,Single,101,3,32,0,1,Personal Auto,Agent,727.2,SUV,Small,True
