column_target,class,Customer,list_driver_names,list_driver_values,list_barrier_names,list_barrier_values,_base_values
Coverage,Extended,FM30352,"['Income', 'EmploymentStatus', 'Marital Status', 'Location Code', 'Sales Channel', 'Policy Type', 'State']","[0.00014568260918406268, 2.6171742522597377e-05, 1.0812067509362386e-05, 9.58174616349341e-06, 9.049968017910687e-06, 2.7944475498632615e-07, 7.583273117216554e-08]","['Monthly Premium Auto', 'Vehicle Class', 'Total Claim Amount', 'Customer Lifetime Value', 'Number of Policies', 'Months Since Last Claim', 'Months Since Policy Inception', 'Number of Open Complaints', 'Gender', 'Vehicle Size', 'Education']","[-0.32896113221050105, -0.0004558931469162721, -0.00021524712082196008, -0.00021445345442598163, -4.557459593419232e-05, -8.104636770771248e-06, -5.52618227075175e-06, -4.700325094465506e-06, -3.6823293297165575e-06, -3.100368244986703e-06, -9.423605840000405e-07]",0.3299674595900727
Coverage,Extended,HR64765,"['Monthly Premium Auto', 'Vehicle Class', 'Location Code', 'Income', 'EmploymentStatus', 'Marital Status', 'Vehicle Size', 'Months Since Last Claim', 'Sales Channel', 'State', 'Policy Type', 'Education']","[0.5462217048110389, 0.19948329200911863, 0.004378279924156328, 0.0023799333380387505, 0.0016937953659136675, 0.0004946175457993297, 0.00048715086217676157, 0.00048283316808403015, 3.922428017654837e-05, 3.5647417491832534e-05, 2.275903519298461e-05, 5.128762069234183e-06]","['Customer Lifetime Value', 'Total Claim Amount', 'Number of Policies', 'Months Since Policy Inception', 'Gender', 'Number of Open Complaints']","[-0.053703060833317884, -0.022206677085679142, -0.00908548319265332, -0.0014656843919065021, -8.867916447747222e-05, -2.5533822857776167e-05]",0.3299674595900727
Coverage,Extended,MS41043,"['Number of Policies', 'Location Code', 'EmploymentStatus', 'Months Since Last Claim', 'Months Since Policy Inception', 'Income', 'Gender', 'Policy Type', 'Marital Status', 'State']","[0.00016473839848389954, 2.6403715527036667e-05, 8.140444814459905e-06, 7.743152491868412e-06, 5.357453496545782e-06, 5.344521903165062e-06, 4.899061570684956e-06, 4.425615720753371e-06, 1.711852674932867e-06, 1.3484843354533006e-07]","['Monthly Premium Auto', 'Vehicle Class', 'Total Claim Amount', 'Customer Lifetime Value', 'Sales Channel', 'Vehicle Size', 'Education', 'Number of Open Complaints']","[-0.32797936663980876, -0.0016178890715640142, -6.839404473439393e-05, -3.8680035489584316e-05, -3.765167899039433e-05, -4.568891296019159e-06, -2.001372598940666e-06, -7.465771374591301e-07]",0.3299674595900727
Coverage,Extended,JN66901,"['Customer Lifetime Value', 'Number of Policies', 'EmploymentStatus']","[0.00015687545196627553, 0.0001048540439478965, 1.82947982744874e-05]","['Monthly Premium Auto', 'Vehicle Class', 'Total Claim Amount', 'Marital Status', 'Income', 'Sales Channel', 'Location Code', 'Months Since Policy Inception', 'Policy Type', 'Gender', 'Number of Open Complaints', 'Vehicle Size', 'Education', 'Months Since Last Claim', 'State']","[-0.32804598500343535, -0.0016516462124672086, -8.319885234153853e-05, -5.3928904765980746e-05, -3.5145956100410455e-05, -2.3994893077305035e-05, -1.1405609335469482e-05, -1.0874970836665074e-05, -8.150460786300932e-06, -5.394001405952743e-06, -3.381465708212896e-06, -2.810258891260872e-06, -2.5721979352875287e-06, -1.0161636312002752e-06, -2.180890214226382e-07]",0.3299674595900727
Coverage,Extended,DH34004,"['Customer Lifetime Value', 'Income', 'Number of Open Complaints', 'EmploymentStatus', 'Months Since Last Claim', 'Policy Type', 'State']","[0.00017429035524488813, 8.393449165256503e-05, 3.240056527805809e-05, 2.4773830458882436e-05, 1.0570075024172757e-05, 4.232162361240781e-06, 8.114847904482666e-07]","['Monthly Premium Auto', 'Vehicle Class', 'Number of Policies', 'Total Claim Amount', 'Marital Status', 'Sales Channel', 'Location Code', 'Months Since Policy Inception', 'Gender', 'Education', 'Vehicle Size']","[-0.3283368015230724, -0.0007903446678347607, -0.0001784352969885231, -0.0001679590357442775, -2.837521413036945e-05, -2.053944323537093e-05, -1.5513498517361447e-05, -8.305897984151308e-06, -7.1145379140103045e-06, -5.232905083867619e-06, -2.246559224088912e-06]",0.3299674595900727
Coverage,Extended,RN12107,"['EmploymentStatus', 'Income', 'Location Code', 'Marital Status', 'Sales Channel', 'State']","[6.343942627204063e-05, 4.70273744246897e-05, 3.232934491384756e-05, 2.0739522734742346e-05, 7.921988090254233e-07, 1.825303844460085e-07]","['Monthly Premium Auto', 'Total Claim Amount', 'Vehicle Class', 'Number of Policies', 'Customer Lifetime Value', 'Policy Type', 'Months Since Last Claim', 'Gender', 'Vehicle Size', 'Number of Open Complaints', 'Education', 'Months Since Policy Inception']","[-0.3287023052486031, -0.00037803366046156245, -0.0003315495414182515, -0.00019375645625289615, -0.00018320708277375715, -6.140237668234009e-06, -5.0569654062083135e-06, -4.646520154610065e-06, -4.37328867309605e-06, -2.7832809028594077e-06, -1.1887261270507614e-06, -6.446170940432169e-07]",0.3299674595900727
Coverage,Premium,KW56110,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Vehicle Size', 'EmploymentStatus', 'Education', 'Number of Open Complaints']","[0.5101657113936338, 0.03510304154302099, 0.024148808624238256, 0.00025665593482410067, 6.391282926901044e-05, 3.090635870410049e-05, 8.275046284520277e-07]","['Vehicle Class', 'Number of Policies', 'Location Code', 'Income', 'Gender', 'Months Since Last Claim', 'Marital Status', 'Months Since Policy Inception', 'Sales Channel', 'State', 'Policy Type']","[-0.6403099236876187, -0.004877659175468461, -0.004710013458978161, -0.0032321227238053334, -0.000875694652651878, -0.0007203913135900916, -0.00016063763384566477, -4.782773175112636e-05, -3.2248075699857704e-06, -2.8690528950017717e-06, -7.757164551610614e-07]",0.0901288302051387
Coverage,Premium,UX92071,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Months Since Policy Inception', 'Vehicle Size', 'Gender', 'Number of Open Complaints']","[0.4957698775465116, 0.012409466824437082, 0.011278168585002607, 0.005655052641984771, 0.0002643531850406054, 0.0001579888046462648, 0.00011327668699445812, 4.5380447610035004e-06, 1.0558816017617585e-06]","['Vehicle Class', 'Income', 'Location Code', 'Marital Status', 'Months Since Last Claim', 'Education', 'Sales Channel', 'Policy Type', 'State']","[-0.6089049948209344, -0.0020499165936206723, -0.0016247344598086988, -0.0007807759187961067, -0.00023562326390884534, -0.0001232904091113472, -0.00011610872134392351, -1.1148956888764639e-06, -2.3815182018105396e-07]",0.0901288302051387
Coverage,Premium,LO84523,"['Monthly Premium Auto', 'Total Claim Amount', 'Customer Lifetime Value', 'Number of Policies', 'EmploymentStatus', 'Vehicle Size', 'Number of Open Complaints', 'Sales Channel']","[0.5321462878386318, 0.020627239380892618, 0.02040690183498859, 0.017176920282965722, 0.0001996718277704309, 0.00018758595227003655, 3.396569658677104e-06, 2.380225561867091e-06]","['Vehicle Class', 'Location Code', 'Income', 'Gender', 'Months Since Last Claim', 'Marital Status', 'Education', 'Months Since Policy Inception', 'State', 'Policy Type']","[-0.6730396907781828, -0.0011277236768384832, -0.0006756311978469649, -0.0006060278819901843, -0.0002988923369340938, -0.00017698617114172917, -7.566037606503963e-05, -5.350974737109186e-05, -3.300273590322407e-05, -1.3550588688348067e-07]",0.0901288302051387
Coverage,Premium,YC54142,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Gender', 'Vehicle Size', 'Sales Channel', 'Months Since Policy Inception', 'Number of Open Complaints']","[0.09924130742109123, 0.04795911179194597, 0.04144712757510602, 0.0003703375268081628, 0.00025117134498724104, 0.0001476917464233148, 8.472257904694872e-05, 5.1679732660261186e-05]","['Vehicle Class', 'Number of Policies', 'Location Code', 'Income', 'Months Since Last Claim', 'Marital Status', 'EmploymentStatus', 'Education', 'Policy Type', 'State']","[-0.2628325482189783, -0.005541623133208297, -0.00420174121609429, -0.0025439664830145315, -0.0016465484739436817, -0.001376838869505352, -0.0009387384762986524, -0.0002039377150112189, -8.158040971986988e-05, -3.8102002018484363e-07]",0.0901288302051387
Coverage,Premium,GP99578,"['Monthly Premium Auto', 'Total Claim Amount', 'Customer Lifetime Value', 'Number of Policies', 'Vehicle Size', 'EmploymentStatus', 'State', 'Gender', 'Number of Open Complaints']","[0.6108666931413355, 0.030289586429649656, 0.015302627695697672, 0.009845408282303167, 0.0002450854225782351, 0.0001502609370041749, 9.225397096019697e-06, 3.953724161236192e-06, 9.740870105207626e-07]","['Vehicle Class', 'Location Code', 'Income', 'Months Since Last Claim', 'Marital Status', 'Sales Channel', 'Months Since Policy Inception', 'Education', 'Policy Type']","[-0.7452114178109656, -0.003260452009579162, -0.0020648886896877257, -0.0005189995883664254, -0.0004343823329407401, -0.00027216175039269697, -0.0002328943006592311, -0.00015934043107753345, -1.341597296129774e-07]",0.0901288302051387
Coverage,Premium,AZ84403,"['Monthly Premium Auto', 'Total Claim Amount', 'Customer Lifetime Value', 'Vehicle Size', 'Number of Open Complaints', 'Marital Status', 'Education', 'Sales Channel']","[0.07735679336385023, 0.018449596452714826, 0.014542726605477917, 0.00010671700005648047, 4.953412880185615e-05, 4.218890291473736e-05, 4.6279970022495955e-06, 1.36428438065624e-07]","['Vehicle Class', 'Income', 'Location Code', 'Number of Policies', 'EmploymentStatus', 'Gender', 'Months Since Last Claim', 'Months Since Policy Inception', 'Policy Type', 'State']","[-0.19150744043558843, -0.0028609246154632823, -0.0025993504454309225, -0.002400037099819391, -0.0006256403171872039, -0.00013672414673147814, -0.00010580243438722792, -9.492017623636818e-05, -9.245533483079652e-05, -9.157823374396819e-08]",0.0901288302051387
Coverage,Premium,JT47995,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Sales Channel', 'Months Since Last Claim', 'Marital Status', 'Months Since Policy Inception', 'Number of Open Complaints']","[0.045022145934059815, 0.003597270701337764, 0.002259490264464502, 0.00041768224360770053, 0.0003602529799582352, 0.0003154133066845812, 3.385620844045796e-05, 2.9264261183617048e-05]","['Vehicle Class', 'Location Code', 'Income', 'Number of Policies', 'EmploymentStatus', 'Gender', 'Vehicle Size', 'Policy Type', 'State', 'Education']","[-0.13661110178681843, -0.001722049187951019, -0.001434052943296944, -0.0013038730149233814, -0.0004966351192139355, -0.00019340443198681304, -0.00016343017357315224, -8.565436563515515e-05, -1.9231011906068195e-05, -7.737798826288313e-06]",0.0901288302051387
Coverage,Premium,HB29169,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Months Since Policy Inception', 'Marital Status', 'Vehicle Size', 'Education', 'Policy Type']","[0.9510629718948672, 0.002491209417196969, 0.002211634762591204, 0.00019711764168226704, 0.0001956387334018123, 3.8918067763012414e-05, 2.398678174833325e-05, 1.2529973751162875e-08]","['Vehicle Class', 'Number of Policies', 'Income', 'Location Code', 'Months Since Last Claim', 'Sales Channel', 'EmploymentStatus', 'Number of Open Complaints', 'State', 'Gender']","[-0.04598150290631875, -0.0008194049300601598, -0.00039262946384100225, -0.0002043426609165718, -0.0001457442632632817, -6.214381939279967e-05, -9.20378945716306e-06, -3.154852761664053e-06, -2.5577069888655995e-06, -6.162753824506714e-07]",0.0901288302051387
Coverage,Premium,SS13550,"['Monthly Premium Auto', 'Number of Policies', 'Total Claim Amount', 'Customer Lifetime Value', 'EmploymentStatus', 'State', 'Number of Open Complaints']","[0.45105993492321067, 0.011657683466234503, 0.010876405076867638, 0.007423482372465707, 0.000145875281323641, 1.1127057887029326e-05, 4.3786884666515696e-07]","['Vehicle Class', 'Income', 'Location Code', 'Sales Channel', 'Marital Status', 'Months Since Last Claim', 'Months Since Policy Inception', 'Education', 'Vehicle Size', 'Gender', 'Policy Type']","[-0.5603049366586986, -0.002286980439275645, -0.0022484671976635015, -0.0005109518907411738, -0.0004958293260343506, -0.0004759089087623297, -0.00025039263786298785, -0.00025004466926098603, -0.00011131424773938875, -7.575707219014613e-05, -1.5295276643135596e-06]",0.0901288302051387
Coverage,Premium,VN73653,"['Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Customer Lifetime Value', 'Sales Channel', 'Vehicle Size', 'EmploymentStatus', 'Policy Type', 'Number of Open Complaints']","[0.4943298437240435, 0.01217850788719438, 0.010706096777758115, 0.00971932684177419, 0.00035721702659598416, 0.00016133162968806958, 0.00015092726096857737, 4.185727691992033e-06, 8.584308657024021e-07]","['Vehicle Class', 'Location Code', 'Income', 'Months Since Policy Inception', 'Marital Status', 'Months Since Last Claim', 'Education', 'State', 'Gender']","[-0.6085145883761172, -0.001509546706618745, -0.0010218626759613055, -0.00045446461831382556, -0.0002945810258193711, -0.00018498663483033448, -8.050039480552976e-05, -2.164145619529499e-05, -1.3262453950261925e-06]",0.0901288302051387
Coverage,Premium,IT92328,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Number of Policies', 'Sales Channel', 'State', 'Months Since Policy Inception', 'Vehicle Size', 'Policy Type']","[0.9529306449551204, 0.005242911298763631, 0.0022964969531155278, 0.0021076564245360754, 0.0005866085284256716, 8.755048362360403e-05, 2.148179903453978e-05, 1.768140093094337e-05, 2.774659422791529e-06]","['Vehicle Class', 'Income', 'Location Code', 'Months Since Last Claim', 'Marital Status', 'EmploymentStatus', 'Education', 'Gender', 'Number of Open Complaints']","[-0.05334451005455768, -0.00036293606797542223, -0.00033036789337339553, -0.00014387827036229197, -7.05418709037632e-05, -1.659896232913149e-05, -1.4958330224329992e-05, -1.0443156219954822e-05, -2.8779930295407556e-08]",0.0901288302051387
Coverage,Premium,LX33054,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Number of Policies', 'Total Claim Amount', 'Months Since Last Claim', 'Vehicle Size', 'EmploymentStatus', 'Months Since Policy Inception', 'Sales Channel', 'Number of Open Complaints']","[0.5974908763259643, 0.022710972760973655, 0.018557579570104576, 0.014914526375127591, 0.0005033886560563144, 0.00021126103747339623, 0.00016828220760372887, 8.710143771103962e-05, 1.1206869199741754e-05, 3.632147936461199e-06]","['Vehicle Class', 'Location Code', 'Income', 'Gender', 'Marital Status', 'State', 'Education', 'Policy Type']","[-0.7347168994726687, -0.0021146223873782116, -0.0017612958735905195, -0.0004768063913948282, -0.0002199024822710992, -3.6211097206939224e-05, -3.5234350886661254e-05, -4.814754813274269e-07]",0.0901288302051387
Coverage,Premium,ZD75163,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'Months Since Policy Inception', 'Vehicle Size', 'State', 'Policy Type', 'Sales Channel', 'Number of Open Complaints']","[0.9407136858579332, 0.010800569871726525, 0.002261637205629753, 0.0010898717413691007, 0.00024151505442643375, 1.4903714861962903e-05, 8.718939532023007e-06, 4.107867634598149e-06, 2.723641272747264e-06, 6.735972800297885e-07, 5.884406932648006e-07]","['Vehicle Class', 'Location Code', 'Income', 'EmploymentStatus', 'Gender', 'Marital Status', 'Education']","[-0.04579719627449929, -0.00024322415107421222, -0.00020826472732305584, -2.940149867415655e-05, -2.1727254735494302e-05, -1.9788865015130116e-05, -1.0407774876900651e-05]",0.0901288302051387
Coverage,Premium,MJ25422,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Months Since Policy Inception', 'Marital Status', 'Vehicle Size', 'EmploymentStatus', 'Number of Open Complaints']","[0.5264607863896812, 0.03245656246926425, 0.015407396920234151, 0.0014290931461885422, 0.000336410029318057, 0.00026670474928654767, 0.00014442524091072475, 1.265063767199463e-06]","['Vehicle Class', 'Number of Policies', 'Location Code', 'Income', 'Sales Channel', 'Months Since Last Claim', 'Education', 'Policy Type', 'State', 'Gender']","[-0.649386545470647, -0.004637625791717789, -0.0041005223369430036, -0.0022125925283704843, -0.0010062817466289207, -9.298775512880882e-05, -4.59859334455184e-05, -1.9485647874481432e-06, -1.7930901865449423e-06, -1.2161995918512533e-06]",0.0901288302051387
Coverage,Premium,FM30352,"['Monthly Premium Auto', 'Total Claim Amount', 'Customer Lifetime Value', 'Number of Policies', 'Months Since Last Claim', 'Gender', 'Months Since Policy Inception', 'Vehicle Size', 'Number of Open Complaints']","[0.9513909633271237, 0.007565547647395803, 0.0038927125959343366, 0.0013090298883795973, 0.00011504061270401981, 8.685563329115387e-05, 3.5883527270694705e-05, 3.424037187987381e-05, 3.752251073622026e-06]","['Vehicle Class', 'Income', 'Location Code', 'Marital Status', 'EmploymentStatus', 'Sales Channel', 'State', 'Education', 'Policy Type']","[-0.05439448759758291, -0.0006610459356000995, -0.0003746607731077514, -5.7795577496078395e-05, -2.225316029352864e-05, -4.427883744753591e-06, -4.32504784957273e-06, -3.31563096384848e-06, -2.165449078680356e-07]",0.0901288302051387
Coverage,Premium,HR64765,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Number of Policies', 'Months Since Policy Inception', 'Gender', 'Number of Open Complaints']","[0.0778473541911706, 0.05357132665758726, 0.023672069970382893, 0.010014778989436498, 0.0015454486980857553, 8.075687386850581e-05, 2.3407258117159063e-05]","['Vehicle Class', 'Location Code', 'Income', 'EmploymentStatus', 'Marital Status', 'Months Since Last Claim', 'Vehicle Size', 'State', 'Sales Channel', 'Policy Type', 'Education']","[-0.24579888655271662, -0.004453161119133968, -0.0027654677502329445, -0.0016554502898157844, -0.000502641302346512, -0.0004935883735958904, -0.0004808912221862626, -4.1747408325271454e-05, -3.9195576632797616e-05, -2.182624511315607e-05, -1.134883314162704e-05]",0.0901288302051387
Coverage,Premium,MS41043,"['Monthly Premium Auto', 'Total Claim Amount', 'Customer Lifetime Value', 'Number of Policies', 'EmploymentStatus', 'Vehicle Size', 'Marital Status', 'Months Since Policy Inception', 'Number of Open Complaints']","[0.5339148436341804, 0.011817823865904464, 0.008265837325482037, 0.002059701950098227, 0.0013377394141433658, 0.0002024444167030452, 6.510867798004946e-05, 3.662069166556714e-05, 2.2293689483938447e-07]","['Vehicle Class', 'Location Code', 'Income', 'Months Since Last Claim', 'Sales Channel', 'Education', 'State', 'Policy Type', 'Gender']","[-0.6367943210546542, -0.0037411638465164976, -0.0021321475372731145, -0.0003937559837543731, -0.00016717601189574196, -0.00013440427116708845, -4.2353297433847985e-06, -1.5920945468111116e-06, -6.068527516947701e-07]",0.0901288302051387
Coverage,Premium,JN66901,"['Monthly Premium Auto', 'Total Claim Amount', 'Customer Lifetime Value', 'Number of Policies', 'Months Since Policy Inception', 'Months Since Last Claim', 'EmploymentStatus', 'Vehicle Size', 'State', 'Policy Type', 'Number of Open Complaints']","[0.5424378124918693, 0.01281361631530687, 0.009043412350766021, 0.004847868939000449, 0.0007504551327087121, 0.0005460955655719413, 0.0001248109269989074, 9.712399180766482e-05, 1.0575242079265135e-05, 1.1807739129351913e-06, 6.020229752678765e-07]","['Vehicle Class', 'Location Code', 'Income', 'Marital Status', 'Sales Channel', 'Education', 'Gender']","[-0.6518538910709378, -0.0011059890084342832, -0.0008881354277335031, -0.000535550628647983, -0.0004529713968072517, -1.6257736776042086e-05, -8.429075618340223e-06]",0.0901288302051387
Coverage,Premium,DH34004,"['Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Customer Lifetime Value', 'EmploymentStatus', 'Months Since Policy Inception', 'Vehicle Size', 'Marital Status', 'Sales Channel']","[0.5624513149364244, 0.01878934972664045, 0.018018752520671286, 0.01111531730195718, 0.00021862258310464692, 9.409836786026388e-05, 8.597992684054405e-05, 5.75844416754772e-05, 3.427009373259777e-06]","['Vehicle Class', 'Income', 'Location Code', 'Months Since Last Claim', 'Gender', 'Education', 'State', 'Number of Open Complaints', 'Policy Type']","[-0.6907828563188965, -0.0020558845731150142, -0.0020069635835416578, -0.00046371946056552004, -0.0001318514723608857, -4.8661560851525026e-05, -1.5578113985078208e-05, -1.2060676326020627e-05, -1.6570623727422466e-06]",0.0901288302051387
Coverage,Premium,RN12107,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'Gender', 'Vehicle Size', 'Policy Type', 'Months Since Policy Inception', 'Number of Open Complaints']","[0.9460204826381168, 0.007109467018327851, 0.005345769488474813, 0.0036045129250153484, 0.0001035267280845772, 8.22668681699689e-05, 6.800445917395463e-05, 5.427882068739787e-06, 3.39605066550693e-06, 2.5358196959689217e-06]","['Vehicle Class', 'Location Code', 'Income', 'Marital Status', 'EmploymentStatus', 'Education', 'State', 'Sales Channel']","[-0.052283356898202064, -0.0008392877478966335, -0.0002674562140876025, -0.00010919280633034574, -4.307301826459496e-05, -3.942140589777375e-06, -1.0942512456285636e-06, -3.1644099849313095e-07]",0.0901288302051387
Churn,False,KW56110,"['Education', 'Number of Open Complaints']","[0.008506066139740061, 0.001135377763733999]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23392608221209918, -0.1802332860563493, -0.03962365426786876, -0.03281079016322927, -0.032215237002439355, -0.03121110543796733, -0.0298947071677998, -0.013900123585287258, -0.0075283025448764215, -0.002538471449719565, -0.0007738773005681292]",0.6076951550497258
Churn,False,UX92071,['Number of Open Complaints'],[0.0011370483005138398],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23424519635139235, -0.18804211666676773, -0.039680166097723464, -0.03226125698683237, -0.031257900971162204, -0.029938643514694163, -0.013918854749005245, -0.009730156163017773, -0.007540520948227363, -0.006109811732090912, -0.0025422866894488374, -0.0007750349802383432]",0.6076951550497258
Churn,False,LO84523,['Number of Open Complaints'],[0.0011043895801681274],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[-0.22799237154453827, -0.17527994396468835, -0.038574572588490355, -0.03188877538301813, -0.031361049776160416, -0.030343877497598388, -0.029079963532357398, -0.013551677808094253, -0.0094341476945381, -0.007302321476318804, -0.00246776494623454, -0.0007524212987878792]",0.6076951550497258
Churn,False,YC54142,['Number of Open Complaints'],[0.0011377813168517432],"['Income', 'Monthly Premium Auto', 'Months Since Last Claim', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23438519592210652, -0.18816442448127246, -0.054222292348227896, -0.0397049615872582, -0.03228144922665026, -0.013927072090100762, -0.009736815226377257, -0.007545883440758507, -0.006593195139962128, -0.006113718255647244, -0.0025439608969771033, -0.0007755429925256755]",0.6076951550497258
Churn,False,GP99578,['Number of Open Complaints'],[0.0012180854139564302],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Months Since Last Claim', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.24962987333878853, -0.20158750098569378, -0.04241623975347089, -0.03449021208656481, -0.014820866173488337, -0.011342926426269013, -0.010470484783238764, -0.008137727622491289, -0.006985475757786304, -0.006541695019860576, -0.002727809008877974, -0.000831322036121398]",0.6076951550497258
Churn,False,AZ84403,"['Months Since Last Claim', 'Number of Open Complaints']","[0.012509987579011566, 0.001231945790578588]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'State', 'EmploymentStatus', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[-0.25224221733499586, -0.20390926382210897, -0.04288316528950399, -0.0348707681111525, -0.032437119190014296, -0.014973822458506753, -0.008240768618269997, -0.006615565417890504, -0.0027596300787202503, -0.0015067681004338725, -0.0008409751689403887]",0.6076951550497258
Churn,False,JT47995,"['Months Since Last Claim', 'Number of Open Complaints']","[0.012434644813003317, 0.0012252463428510212]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'EmploymentStatus', 'Vehicle Class', 'State', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[-0.25098023838012057, -0.2027868458897692, -0.04265751408629893, -0.0354976916568952, -0.034686850223060145, -0.014899939609126334, -0.008190930283786715, -0.007019970421505754, -0.002744245931364372, -0.0014968184474695259, -0.0008363083312383607]",0.6076951550497258
Churn,False,HB29169,"['Months Since Last Claim', 'Education']","[0.012606008193897032, 0.009307288919107197]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Number of Open Complaints', 'Vehicle Size']","[-0.2538461799567205, -0.23365600401478218, -0.04317020357027207, -0.035104737480730196, -0.015067705791768287, -0.00830427845117977, -0.007093039058475633, -0.006661001283477882, -0.0027792156282367285, -0.0021408714149983655, -0.0008469163955141921]",0.6076951550497258
Churn,False,SS13550,['Number of Open Complaints'],[0.0011510581753139107],"['Income', 'Monthly Premium Auto', 'Months Since Last Claim', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23691833281098226, -0.1827420877142362, -0.054872986603603256, -0.04015392677067367, -0.032647087858840976, -0.01407572751488571, -0.009857545287594806, -0.007643135921335596, -0.006658734988585924, -0.006184475742145909, -0.0025742974018151264, -0.000784747932236532]",0.6076951550497258
Churn,False,VN73653,"['Sales Channel', 'Number of Open Complaints']","[0.02818944701121393, 0.001225992644331225]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Vehicle Class', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[-0.25112088493477847, -0.19475409353590795, -0.04268265461931652, -0.034707340508678304, -0.03375620313303424, -0.03228022644594096, -0.014908174511689297, -0.008196479067339956, -0.0027459593750892813, -0.0014979255992046564, -0.0008368281148978914]",0.6076951550497258
Churn,False,IT92328,['Sales Channel'],[0.02719155795911426],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Customer Lifetime Value', 'Number of Open Complaints', 'Vehicle Size']","[-0.24334757961584227, -0.22302354446489087, -0.04129617768700812, -0.03357754247101216, -0.03259957591106037, -0.014452779546682067, -0.010166053786797183, -0.007891901864864683, -0.006824446909825291, -0.0026516696225593606, -0.002038291757289109, -0.0008082231346023901]",0.6076951550497258
Churn,False,LX33054,"['Months Since Last Claim', 'Number of Open Complaints']","[0.01191973359816523, 0.0011792205465323514]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[-0.24227496863695283, -0.18725202552550615, -0.04110533427148213, -0.03411915294004743, -0.03342206479759235, -0.031048315282370443, -0.014389899450112355, -0.010114373241487395, -0.007850204307980767, -0.002638723340179503, -0.0008042953180437848]",0.6076951550497258
