sPerson,product_name,probabilidad_compra,lead_scoring,tiene_producto,product_category,list_driver_names_x,list_driver_values_x,list_barrier_names_x,list_barrier_values_x,_base_values_x,product_name,ResultHistoricoCampañas,Ingresos,ComercialAsignado,IdSex,YearsSinceCampaign,Edad,UltimoContacto,_base_values_y,positive_impact_factors,negative_impact_factors
13741,Salud,0.001847737350172774,Low,0.0,Mutua,"['YearsSinceCampaign', 'Ingresos', 'ResultHistoricoCampañas']","[0.00015964242294261419, 5.546999513368508e-05, 2.461637481130954e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.041271258444345975, -0.014557308018887829, -6.665948447951041e-05]",0.0686508495464269,Salud,,,1.0,0,,93,49.0,0.1257867645753929,IdSex 1% (0),"Edad -12% (93), UltimoContacto -5% (49.0)"
13752,Salud,0.0020775800420030862,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.000518175470135973, 0.00020731323106840802, 6.327627351479285e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04392906569225678, -0.020813246806179436, -7.08608315096463e-05]",0.0686508495464269,Salud,,,1.0,0,,74,49.0,0.1257867645753929,"Edad 6% (74), IdSex 1% (0), Ingresos 1% ()",UltimoContacto -5% (49.0)
13753,Salud,0.002675633088497669,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0006357658611615717, 9.267261701082874e-05]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.05891014417233799, -0.018938840910547337, -0.0016954192653082295, -0.0004175339093118571]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,0,75,46.0,0.1257867645753929,"YearsSinceCampaign 2% (0), IdSex 1% (0)","Edad -9% (75), Ingresos -4% (20.001_50.000), UltimoContacto -3% (46.0)"
13766,Salud,0.02859617666562,Low,0.0,Mutua,"['Ingresos', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0020330422989971327, 0.0003239843782023889, 0.00027504435499820483, 6.726774333575726e-05]","['Edad', 'UltimoContacto']","[-0.07886903655689269, -0.017656720304025403]",0.0686508495464269,Salud,,50.001_100.000,1.0,0,,81,49.0,0.1257867645753929,IdSex 1% (0),"UltimoContacto -7% (49.0), Ingresos -4% (50.001_100.000), Edad -4% (81)"
13771,Salud,0.0016634187100668142,Low,0.0,Mutua,"['Ingresos', 'IdSex', 'ResultHistoricoCampañas', 'YearsSinceCampaign']","[0.00014793780911627217, 0.00010550036680280775, 5.763848976911489e-05, 9.37771091872833e-06]","['Edad', 'UltimoContacto']","[-0.06188494736405247, -0.01419331903385047]",0.0686508495464269,Salud,,0_20.000,1.0,0,,78,49.0,0.1257867645753929,"IdSex 2% (0), YearsSinceCampaign 1% (<NA>)","UltimoContacto -12% (49.0), Edad -7% (78)"
13777,Salud,0.002781613135382709,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[0.00041398666957565537, 9.965326515665481e-05, 8.582678196816324e-05, 5.726551694333932e-05]","['Edad', 'UltimoContacto']","[-0.0632362422225074, -0.014909638297696046]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,77,49.0,0.1257867645753929,IdSex 1% (0),"UltimoContacto -9% (49.0), Edad -7% (77), Ingresos -2% (20.001_50.000)"
13787,Salud,0.0028936375224952,Low,0.0,Mutua,['Ingresos'],[0.0007477787816810125],"['Edad', 'UltimoContacto', 'ResultHistoricoCampañas', 'YearsSinceCampaign', 'IdSex']","[-0.038326045822096, -0.017203277829125077, -0.006655660110065673, -0.0010877401794251703, -5.1296742233083214e-05]",0.0686508495464269,Salud,Pendent companyia,20.001_50.000,1.0,0,1,74,49.0,0.1257867645753929,"Ingresos 3% (20.001_50.000), IdSex 2% (0), Edad 1% (74)","ResultHistoricoCRM -8% (Pendent companyia), YearsSinceCampaign -5% (1), UltimoContacto -3% (49.0)"
13807,Salud,0.06616580452176,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[0.00242066222029769, 0.00047680693628385186, 0.0004184976265183487, 0.00012065586837180959]","['Edad', 'UltimoContacto']","[-0.08492683792714276, -0.02816016156531485]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,74,49.0,0.1257867645753929,"Edad 4% (74), IdSex 2% (0)","UltimoContacto -7% (49.0), Ingresos -3% (20.001_50.000)"
13809,Salud,0.0017189183007183335,Low,0.0,Mutua,"['YearsSinceCampaign', 'ResultHistoricoCampañas']","[7.239789836383552e-05, 5.479374504844226e-06]","['Edad', 'UltimoContacto', 'Ingresos', 'IdSex']","[-0.018426804051888145, -0.011421025680923758, -0.0007533825869884199, -0.0005244543209518938]",0.0686508495464269,Salud,,0_20.000,1.0,1,,76,49.0,0.1257867645753929,"Ingresos 2% (0_20.000), YearsSinceCampaign 1% (<NA>)","UltimoContacto -9% (49.0), Edad -8% (76), IdSex -2% (1)"
13811,Salud,0.001978645862099547,Low,0.0,Mutua,"['YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.00010800598236134064, 3.840253821638944e-05]","['Edad', 'UltimoContacto', 'Ingresos', 'IdSex']","[-0.035306809252035005, -0.027274069113412125, -0.000523764008514343, -8.043606896228089e-05]",0.0686508495464269,Salud,,0_20.000,1.0,0,,76,47.0,0.1257867645753929,IdSex 1% (0),"Edad -5% (76), UltimoContacto -4% (47.0), Ingresos -1% (0_20.000)"
13829,Salud,0.0016634187100668142,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0005871229197456316, 0.0001334047450943984, 3.192230630820996e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04347744329656133, -0.015765105088924813, -7.927663619675845e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,83,49.0,0.1257867645753929,"IdSex 2% (0), ResultHistoricoCRM 1% ()","UltimoContacto -13% (49.0), Edad -6% (83)"
13832,Salud,0.0016391119395073573,Low,0.0,Mutua,['Ingresos'],[0.000713037094162098],"['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas', 'IdSex']","[-0.04315114797241251, -0.015442889365956489, -0.001470680377796671, -0.00040244129295333874, -8.19877422383582e-05]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,0,77,49.0,0.1257867645753929,"IdSex 2% (0), YearsSinceCampaign 1% (0), Ingresos 1% (20.001_50.000)","UltimoContacto -10% (49.0), Edad -9% (77), ResultHistoricoCRM -1% (Resolt)"
13842,Salud,0.0025857502365380447,Low,0.0,Mutua,"['Ingresos', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0009737137493345016, 8.854792935758114e-05, 7.27085701502594e-05, 5.6724673429691495e-05]","['Edad', 'UltimoContacto']","[-0.05273860853208407, -0.013210342663117042]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,79,49.0,0.1257867645753929,,"UltimoContacto -4% (49.0), Edad -3% (79), Ingresos -1% (20.001_50.000)"
13865,Salud,0.002535636316126012,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0015485718299384356, 0.00014894860171091838]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.057715898449497684, -0.01255319223755207, -0.0011154920551096287, -0.0003795704733212795]",0.0686508495464269,Salud,Resolt,50.001_100.000,1.0,0,1,79,49.0,0.1257867645753929,IdSex 1% (0),"Edad -5% (79), UltimoContacto -5% (49.0), YearsSinceCampaign -3% (1)"
13866,Salud,0.001610081663711398,Low,0.0,Mutua,"['YearsSinceCampaign', 'ResultHistoricoCampañas']","[5.6926396826912744e-05, 2.4017333122559042e-05]","['Edad', 'UltimoContacto', 'IdSex', 'Ingresos']","[-0.023661771822511373, -0.003986863308855749, -0.0012329729803994636, -0.0009891979721925591]",0.0686508495464269,Salud,,0_20.000,1.0,1,,76,38.0,0.1257867645753929,"UltimoContacto 5% (38.0), Ingresos 1% (0_20.000), YearsSinceCampaign 1% (<NA>)","Edad -9% (76), IdSex -3% (1)"
13871,Salud,0.002028058241739706,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0004569121872247531, 0.0001799071415142817, 4.1585269450146544e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04834101500750385, -0.015762980791319756, -6.4416239852679e-05]",0.0686508495464269,Salud,,,1.0,0,,80,49.0,0.1257867645753929,"IdSex 2% (0), Ingresos 1% (), YearsSinceCampaign 1% (<NA>)","UltimoContacto -12% (49.0), Edad -8% (80)"
13879,Salud,0.008010547012435143,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.001801227862987452, 0.0002428340105092611]","['Edad', 'UltimoContacto', 'ResultHistoricoCampañas', 'YearsSinceCampaign']","[-0.06422569370086864, -0.011868499051868667, -0.0043893151645668215, -0.0017289136821256868]",0.0686508495464269,Salud,Il·localitzable,50.001_100.000,1.0,0,0,78,49.0,0.1257867645753929,,"UltimoContacto -5% (49.0), ResultHistoricoCRM -3% (Il·localitzable), Ingresos -2% (50.001_100.000)"
13886,Salud,0.01611970933999,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0009031422567865774, 0.00019157767386755175]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.06909157642150693, -0.01703690286390525, -0.0024863411489572645, -0.00035898407592379136]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,0,79,49.0,0.1257867645753929,IdSex 2% (0),"UltimoContacto -10% (49.0), Edad -8% (79), ResultHistoricoCRM -1% (Resolt)"
13888,Salud,0.003382303616847888,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.000880858664236495, 0.00011384260331312321, 1.9260108244301997e-06]","['Edad', 'UltimoContacto', 'IdSex']","[-0.027660161995588135, -0.01674501419512013, -6.534110869769113e-05]",0.0686508495464269,Salud,,,1.0,0,,76,49.0,0.1257867645753929,,"UltimoContacto -4% (49.0), Edad -2% (76)"
13894,Salud,0.006576856520595286,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.000716207801296915, 0.00012307056687248965, 3.109705636314423e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.0480468112761337, -0.01604329050168825, -6.021119945625841e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,77,49.0,0.1257867645753929,"IdSex 2% (0), Ingresos 1% (20.001_50.000)","UltimoContacto -12% (49.0), Edad -7% (77)"
13904,Salud,0.0025857502365380447,Low,0.0,Mutua,['Ingresos'],[0.0014455603421973994],"['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[-0.048360372082800834, -0.015526158098644629, -0.0005648655132577551, -8.674885061055678e-05, -1.521152022962377e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,80,49.0,0.1257867645753929,IdSex 2% (0),"UltimoContacto -9% (49.0), Edad -5% (80), Ingresos -2% (20.001_50.000)"
13916,Salud,0.002028058241739706,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0004569121872247531, 0.0001799071415142817, 4.1585269450146544e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04834101500750385, -0.015762980791319756, -6.4416239852679e-05]",0.0686508495464269,Salud,,,1.0,0,,80,49.0,0.1257867645753929,"IdSex 2% (0), Ingresos 1% (), YearsSinceCampaign 1% (<NA>)","UltimoContacto -12% (49.0), Edad -8% (80)"
13917,Salud,0.001998423268333752,Low,0.0,Mutua,['Ingresos'],[0.0017426540132042727],"['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas', 'IdSex']","[-0.03615826843854697, -0.033190529108222906, -0.0025127559467919332, -0.0005689233327814691, -9.344767809166146e-05]",0.0686508495464269,Salud,Resolt,,1.0,0,0,76,49.0,0.1257867645753929,"IdSex 1% (0), Ingresos 1% ()","UltimoContacto -11% (49.0), Edad -6% (76), ResultHistoricoCRM -1% (Resolt)"
13926,Salud,0.0012451529295772123,Low,0.0,Mutua,['Ingresos'],[0.006879877410599249],"['UltimoContacto', 'YearsSinceCampaign', 'Edad', 'ResultHistoricoCampañas', 'IdSex']","[-0.015854892613862418, -0.008962730968653349, -0.006554208910225939, -0.002666648319359104, -0.000569231343500152]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,0,42,18.0,0.1257867645753929,"Edad 14% (42), UltimoContacto 4% (18.0), Ingresos 2% (20.001_50.000)",ResultHistoricoCRM -1% (Resolt)
13933,Salud,0.0029592376214596285,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0010935226280715034, 9.348459422141802e-05]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.06519929577571261, -0.01453149456183243, -0.0019171909754108402, -0.00041911297257471854]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,0,77,49.0,0.1257867645753929,"IdSex 1% (0), YearsSinceCampaign 1% (0)","UltimoContacto -7% (49.0), Edad -7% (77), Ingresos -1% (20.001_50.000)"
13935,Salud,0.001978645862099547,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0007791982182384716, 0.00015775384964087903, 5.686514920717243e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.033568903284769455, -0.028447074189864748, -0.00011865966157078964]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,76,49.0,0.1257867645753929,IdSex 1% (0),"UltimoContacto -6% (49.0), Edad -4% (76)"
13938,Salud,0.0016779455222587802,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0004921055740969879, 0.00011933688126960163, 2.7530739759968864e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.053283459894011544, -0.01390571464711186, -0.001162478747516674]",0.0686508495464269,Salud,,20.001_50.000,1.0,1,,80,52.0,0.1257867645753929,UltimoContacto 2% (52.0),"Edad -10% (80), IdSex -4% (1), Ingresos -3% (20.001_50.000)"
13942,Salud,0.0024239059471369245,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.00016388734954890033, 0.0001403049982267256, 3.873986966618547e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04353973197256363, -0.016049275958961735, -6.0450556127069735e-05]",0.0686508495464269,Salud,,,1.0,0,,82,49.0,0.1257867645753929,"IdSex 2% (0), Ingresos 1% (), YearsSinceCampaign 1% (<NA>)","UltimoContacto -14% (49.0), Edad -6% (82)"
13975,Salud,0.0019314822400841147,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0008240630369158801, 0.00016156993018399097, 3.72992041061899e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04837169203239876, -0.015431101490961385, -8.42719621758213e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,78,49.0,0.1257867645753929,IdSex 2% (0),"UltimoContacto -11% (49.0), Edad -6% (78), Ingresos -1% (20.001_50.000)"
13976,Salud,0.0030005217556868316,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.000917719159624517, 0.00014419794454740518, 4.993514944054928e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.044040658416722514, -0.021143021474285675, -6.577939882835394e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,75,49.0,0.1257867645753929,IdSex 2% (0),"UltimoContacto -12% (49.0), Edad -5% (75)"
13977,Salud,0.0021788957544789855,Low,0.0,Mutua,['Ingresos'],[0.0009194667790593451],"['Edad', 'UltimoContacto', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.027952143452901392, -0.003659064502286645, -0.0019567672275924656, -0.0012005713367350874, -0.00033027311299060034]",0.0686508495464269,Salud,Resolt,0_20.000,1.0,1,0,72,42.0,0.1257867645753929,UltimoContacto 1% (42.0),"Edad -3% (72), YearsSinceCampaign -1% (0)"
13983,Salud,0.0019782326549228936,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas', 'IdSex']","[0.001837298378658211, 0.00018636714542648888, 2.8685519563163794e-05, 1.3035283876615465e-05]","['Edad', 'UltimoContacto']","[-0.03498116129429857, -0.019738431252121717]",0.0686508495464269,Salud,,50.001_100.000,1.0,0,,72,49.0,0.1257867645753929,,"UltimoContacto -4% (49.0), Edad -1% (72)"
13988,Salud,0.0020367616550092927,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0007825740457422096, 0.0001422765711151511, 3.652022568680195e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04862914630608941, -0.016336520022779265, -2.6105147016550553e-05]",0.0686508495464269,Salud,,,1.0,0,,78,49.0,0.1257867645753929,"IdSex 2% (0), Ingresos 1% (), YearsSinceCampaign 1% (<NA>)","UltimoContacto -14% (49.0), Edad -3% (78)"
13996,Salud,0.003073618396633219,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'IdSex', 'ResultHistoricoCampañas']","[0.000528564244659251, 0.00026891031462436717, 0.00015456444707177217, 0.00011348189632121513]","['Edad', 'UltimoContacto']","[-0.06310182397892321, -0.02603191376099807]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,76,49.0,0.1257867645753929,IdSex 1% (0),"UltimoContacto -7% (49.0), Edad -4% (76), Ingresos -2% (20.001_50.000)"
14001,Salud,0.0020775800420030862,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.000518175470135973, 0.00020731323106840802, 6.327627351479285e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04392906569225678, -0.020813246806179436, -7.08608315096463e-05]",0.0686508495464269,Salud,,,1.0,0,,74,49.0,0.1257867645753929,"Edad 6% (74), IdSex 1% (0), Ingresos 1% ()",UltimoContacto -5% (49.0)
14011,Salud,0.0019609033466751746,Low,0.0,Mutua,['Ingresos'],[0.00036310017665800776],"['Edad', 'UltimoContacto', 'ResultHistoricoCampañas', 'YearsSinceCampaign', 'IdSex']","[-0.04499083123776516, -0.012952081357534903, -0.003860536271832657, -0.0018509700601800768, -5.7098911227775406e-05]",0.0686508495464269,Salud,Altre,,1.0,0,0,82,49.0,0.1257867645753929,"IdSex 1% (0), Ingresos 1% ()","UltimoContacto -11% (49.0), Edad -7% (82), ResultHistoricoCRM -1% (Altre)"
14017,Salud,0.0026253990473108146,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0004221136635392638, 8.060625613941248e-05]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.062260623530050595, -0.014435381653914576, -0.0015591488576419024, -0.00039384933079608414]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,0,82,49.0,0.1257867645753929,IdSex 2% (0),"UltimoContacto -9% (49.0), Edad -7% (82), ResultHistoricoCRM -1% (Resolt)"
14018,Salud,0.0037156161051019963,Low,0.0,Mutua,"['YearsSinceCampaign', 'ResultHistoricoCampañas']","[9.430485777418244e-05, 1.993087324780877e-06]","['Edad', 'UltimoContacto', 'IdSex', 'Ingresos']","[-0.021675720136611294, -0.004070809322487706, -0.0006162556958849255, -5.69444288084677e-05]",0.0686508495464269,Salud,,,1.0,1,,74,29.0,0.1257867645753929,"UltimoContacto 3% (29.0), Ingresos 1% ()","Edad -8% (74), IdSex -2% (1)"
14023,Salud,0.0028487042069508944,Low,0.0,Mutua,"['Edad', 'UltimoContacto', 'IdSex', 'YearsSinceCampaign', 'Ingresos', 'ResultHistoricoCampañas']","[0.03749814283838031, 0.018062633020583654, 0.008884617579481403, 0.0050826772261212605, 0.004331582364558377, 0.004108949103218957]",[],[],0.0686508495464269,Salud,,,1.0,1,,40,20.0,0.1257867645753929,"Edad 9% (40), UltimoContacto 4% (20.0), Ingresos 1% ()",
14030,Salud,0.001978645862099547,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0011374324849069432, 0.00018890074011099732, 6.0173640961051035e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.044340290352498944, -0.0205788621010634, -9.608360489085155e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,75,49.0,0.1257867645753929,IdSex 1% (0),"UltimoContacto -11% (49.0), Edad -6% (75), Ingresos -1% (20.001_50.000)"
14031,Salud,0.0037156161051019963,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0008831501860269799, 9.688628574033152e-05, 4.971682097336554e-06]","['Edad', 'UltimoContacto', 'IdSex']","[-0.0161823760589596, -0.004201540060007453, -0.0006325415298925563]",0.0686508495464269,Salud,,,1.0,1,,76,29.0,0.1257867645753929,"UltimoContacto 4% (29.0), Ingresos 1% (), ResultHistoricoCRM 1% ()","Edad -11% (76), IdSex -2% (1)"
14034,Salud,0.0028510773056314425,Low,0.0,Mutua,"['Ingresos', 'IdSex', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0006510072056590102, 0.00012051743215260523, 0.00011963121328080417, 6.349189967512846e-05]","['Edad', 'UltimoContacto']","[-0.06548070520561163, -0.015247634072310922]",0.0686508495464269,Salud,,,1.0,0,,80,49.0,0.1257867645753929,"IdSex 2% (0), Ingresos 1% (), YearsSinceCampaign 1% (<NA>)","UltimoContacto -13% (49.0), Edad -8% (80)"
14038,Salud,0.008010547012435143,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0019277904324939382, 0.00024104697787503282]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.0573824776560572, -0.01630153928543896, -0.0025595517361514586, -0.000627560342099454]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,0,78,49.0,0.1257867645753929,"IdSex 2% (0), YearsSinceCampaign 1% (0)","UltimoContacto -8% (49.0), Edad -4% (78), ResultHistoricoCRM -1% (Resolt)"
14039,Salud,0.0036270510185003146,Low,0.0,Mutua,"['YearsSinceCampaign', 'ResultHistoricoCampañas']","[9.359258536366751e-05, 6.8593379837651155e-06]","['Edad', 'UltimoContacto', 'IdSex', 'Ingresos']","[-0.026685345435056455, -0.002718974318964519, -0.0005935206834293363, -2.6850380772638872e-05]",0.0686508495464269,Salud,,,1.0,1,,78,31.0,0.1257867645753929,"UltimoContacto 3% (31.0), Ingresos 1% (), ResultHistoricoCRM 1% ()","Edad -11% (78), IdSex -3% (1)"
14046,Salud,0.00218635991156618,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0023063320341315686, 0.00020723653045028953, 2.929483535000186e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04202186303188566, -0.019872843102085733, -0.00011518655229177505]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,75,49.0,0.1257867645753929,IdSex 1% (0),"UltimoContacto -5% (49.0), Edad -2% (75), Ingresos -1% (20.001_50.000)"
14064,Salud,0.002143986331093356,Low,0.0,Mutua,['Ingresos'],[0.0015132884840678036],"['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas', 'IdSex']","[-0.0386611462258415, -0.013611936045888045, -0.0009183815837513144, -0.0004107580608594674, -9.128484117473588e-05]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,1,77,49.0,0.1257867645753929,,"Edad -4% (77), UltimoContacto -2% (49.0), YearsSinceCampaign -2% (1)"
14066,Salud,0.049910546304309994,Low,0.0,Mutua,"['UltimoContacto', 'Ingresos', 'IdSex', 'ResultHistoricoCampañas', 'YearsSinceCampaign']","[0.002097677630149836, 0.0005558950038671016, 9.582661259672431e-05, 4.46839528787175e-05, 4.1225262326768935e-05]",['Edad'],[-0.0266381051178066],0.0686508495464269,Salud,,,1.0,0,,75,,0.1257867645753929,"IdSex 1% (0), YearsSinceCampaign 1% (<NA>), Ingresos 1% ()","Edad -8% (75), UltimoContacto -3% ()"
14073,Salud,0.0036370210253430847,Low,0.0,Mutua,['Ingresos'],[0.0022209187855524097],"['Edad', 'YearsSinceCampaign', 'UltimoContacto', 'ResultHistoricoCampañas', 'IdSex']","[-0.06185228053178116, -0.0037557902442991865, -0.0019270963977175346, -0.0003405699238925108, -4.680605499695465e-05]",0.0686508495464269,Salud,Resolt,,1.0,0,0,77,39.0,0.1257867645753929,"UltimoContacto 5% (39.0), IdSex 2% (0), Ingresos 1% ()","Edad -11% (77), ResultHistoricoCRM -1% (Resolt)"
14090,Salud,0.0031239821075469527,Low,0.0,Mutua,['Ingresos'],[0.00030073878898257577],"['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas', 'IdSex']","[-0.0199059012732061, -0.011080914521294838, -0.001533165071283675, -0.0002629398999902298, -4.7798162286799103e-05]",0.0686508495464269,Salud,Resolt,20.001_50.000,1.0,0,0,74,49.0,0.1257867645753929,"Edad 2% (74), Ingresos 1% (20.001_50.000), IdSex 1% (0)",UltimoContacto -7% (49.0)
14092,Salud,0.00218635991156618,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.002024869082646044, 0.00015304484722982286, 6.062638046349042e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.03542859892086232, -0.018937386315954277, -9.55312039780785e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,75,49.0,0.1257867645753929,,"UltimoContacto -4% (49.0), Edad -2% (75), Ingresos -1% (20.001_50.000)"
14095,Salud,0.0031505490949132547,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[0.0007232052778059406, 0.00018923354628019854, 6.201097125270935e-05]","['Edad', 'UltimoContacto', 'IdSex']","[-0.04560891226703036, -0.021029503677880052, -1.922509671022806e-06]",0.0686508495464269,Salud,,,1.0,0,,72,49.0,0.1257867645753929,"IdSex 1% (0), Ingresos 1% ()","UltimoContacto -14% (49.0), Edad -5% (72)"
14096,Salud,0.0021780630897296487,Low,0.0,Mutua,"['Ingresos', 'YearsSinceCampaign']","[0.00041588358965107165, 7.04229525469374e-06]","['Edad', 'UltimoContacto', 'IdSex', 'ResultHistoricoCampañas']","[-0.020466089224019303, -0.003844695089404132, -0.0016729370687830602, -1.1458488897072692e-05]",0.0686508495464269,Salud,,,1.0,1,,70,30.0,0.1257867645753929,UltimoContacto 1% (30.0),"Edad -2% (70), IdSex -1% (1)"
14105,Salud,0.0016519501050608243,Low,0.0,Mutua,[],[],"['Edad', 'YearsSinceCampaign', 'UltimoContacto', 'IdSex', 'Ingresos', 'ResultHistoricoCampañas']","[-0.04749020537684677, -0.002832171094496256, -0.0024187920884474164, -0.001424181281318064, -0.0009313427338430307, -0.00035267423207000826]",0.0686508495464269,Salud,Resolt,0_20.000,1.0,1,0,76,39.0,0.1257867645753929,UltimoContacto 7% (39.0),"Edad -11% (76), YearsSinceCampaign -2% (0), IdSex -2% (1)"
14114,Salud,0.002016534904368925,Low,0.0,Mutua,"['Ingresos', 'IdSex']","[0.0004809734456021555, 8.967239472823747e-05]","['Edad', 'UltimoContacto', 'YearsSinceCampaign', 'ResultHistoricoCampañas']","[-0.0337687964547544, -0.020666816329547713, -0.000731130724639793, -1.23454996335476e-05]",0.0686508495464269,Salud,,20.001_50.000,1.0,0,,75,49.0,0.1257867645753929,"IdSex 2% (0), YearsSinceCampaign 1% (<NA>)","UltimoContacto -17% (49.0), Edad -3% (75)"
