sale_id,store_id,product_id,sale_date,sales_amount
4891,2,25,2023-05-12,115.95
8117,4,27,2023-05-13,279.43
8049,6,2,2023-05-13,172.67
1368,3,21,2023-05-13,270.43
1289,1,34,2023-05-13,286.83
9967,6,16,2023-05-13,283.14
5693,2,10,2023-05-13,165.07
6341,6,28,2023-05-13,293.28
2451,2,16,2023-05-13,164.13
3640,2,17,2023-05-13,296.35
1549,6,24,2023-05-13,123.13
7695,1,40,2023-05-13,198.55
517,3,11,2023-05-13,146.2
2152,2,12,2023-05-13,230.13
6720,3,20,2023-05-14,225.36
4362,4,48,2023-05-14,158.15
1596,6,34,2023-05-14,103.3
1457,1,11,2023-05-14,205.95
3167,6,45,2023-05-14,212.53
6660,1,45,2023-05-14,178.45
2328,2,10,2023-05-14,172.99
1762,1,38,2023-05-14,247.11
4959,1,5,2023-05-14,112.97
3194,2,20,2023-05-14,119.28
4590,4,5,2023-05-14,270.8
984,4,25,2023-05-14,141.52
8877,6,21,2023-05-14,185.15
8036,6,1,2023-05-14,208.83
599,5,1,2023-05-14,136.91
4654,5,7,2023-05-15,243.13
2293,2,22,2023-05-15,116.99
5711,2,50,2023-05-15,166.14
5443,4,50,2023-05-15,285.61
5492,3,35,2023-05-15,144.09
8700,3,5,2023-05-15,221.8
4383,3,28,2023-05-15,190.47
4374,5,10,2023-05-15,214.3
4962,3,40,2023-05-15,235.69
6606,1,1,2023-05-15,155.77
172,2,14,2023-05-15,286.15
2206,3,7,2023-05-15,111.61
6202,1,14,2023-05-15,118.66
271,4,27,2023-05-15,147.33
5896,2,46,2023-05-16,261.8
7348,2,5,2023-05-16,282.81
7907,5,7,2023-05-16,260.57
9792,5,41,2023-05-16,286.76
7333,6,39,2023-05-16,230.28
7791,6,45,2023-05-16,112.78
9903,1,40,2023-05-16,176.24
5052,1,41,2023-05-16,125.9
700,6,37,2023-05-16,281.27
5096,3,37,2023-05-16,236.64
5111,3,9,2023-05-16,163.46
7630,3,50,2023-05-16,211.77
9251,2,15,2023-05-16,143.18
5981,2,8,2023-05-16,224.62
9306,3,29,2023-05-16,181.36
6505,6,39,2023-05-16,284.08
4165,1,41,2023-05-16,295.91
6564,2,20,2023-05-17,223.47
3932,6,15,2023-05-17,154.81
2975,1,18,2023-05-17,215.62
6438,6,24,2023-05-17,122.69
9805,3,34,2023-05-17,299.45
692,1,40,2023-05-17,176.04
9768,6,40,2023-05-17,153.63
9492,3,17,2023-05-17,222.26
3639,5,37,2023-05-17,289.83
888,6,15,2023-05-17,124.73
8070,2,32,2023-05-17,178.57
99,5,10,2023-05-17,162.15
3667,4,49,2023-05-17,292.59
5890,5,48,2023-05-17,291.56
2519,2,7,2023-05-17,216.71
9695,3,39,2023-05-17,174.84
2268,5,9,2023-05-17,174.04
4631,4,35,2023-05-17,178.57
7219,5,39,2023-05-17,107.27
3337,4,50,2023-05-17,164.33
3129,5,22,2023-05-18,168.54
3991,3,49,2023-05-18,150.65
1612,3,47,2023-05-18,285.7
484,2,25,2023-05-18,129.57
9674,4,45,2023-05-18,203.68
6595,3,6,2023-05-18,286.98
7581,3,18,2023-05-18,278.66
1232,2,5,2023-05-18,151.79
7268,1,2,2023-05-18,191.15
126,5,9,2023-05-18,225.11
4601,6,44,2023-05-18,223.47
7580,1,42,2023-05-18,164.76
7241,4,20,2023-05-18,291.39
4275,1,16,2023-05-19,277.64
978,5,12,2023-05-19,140.0
2691,2,14,2023-05-19,235.7
8061,2,37,2023-05-19,127.2
6855,3,10,2023-05-19,283.38
7854,4,26,2023-05-19,187.12
4850,6,5,2023-05-19,281.98
1991,3,3,2023-05-19,139.1
867,5,12,2023-05-19,174.56
8549,1,11,2023-05-19,149.18
6125,1,13,2023-05-20,249.46
4436,3,10,2023-05-20,250.83
8274,6,49,2023-05-20,178.51
740,5,14,2023-05-20,231.3
3658,5,36,2023-05-20,191.31
9969,5,33,2023-05-20,206.74
7259,2,45,2023-05-20,172.84
8570,4,39,2023-05-20,217.24
6810,5,40,2023-05-20,262.87
955,1,3,2023-05-20,297.67
1102,5,49,2023-05-20,173.6
9324,4,3,2023-05-20,215.32
6876,6,3,2023-05-21,152.08
1476,3,36,2023-05-21,199.4
9314,6,32,2023-05-21,120.26
5080,1,11,2023-05-21,256.28
5589,5,40,2023-05-21,250.53
2675,5,17,2023-05-21,142.41
6869,3,38,2023-05-21,140.8
5145,2,48,2023-05-21,124.13
8246,6,20,2023-05-21,205.24
6657,2,37,2023-05-21,227.38
1177,2,4,2023-05-21,236.75
4672,4,1,2023-05-21,216.07
2530,6,8,2023-05-21,213.15
3697,6,44,2023-05-21,172.01
6411,2,36,2023-05-21,110.89
3719,6,30,2023-05-21,276.11
4261,4,11,2023-05-22,183.78
8548,2,46,2023-05-22,144.96
2549,6,46,2023-05-22,272.69
8402,4,49,2023-05-22,245.91
1933,5,20,2023-05-22,148.27
2397,6,41,2023-05-22,281.75
6457,1,2,2023-05-22,224.87
402,3,43,2023-05-22,210.32
3274,5,2,2023-05-22,170.28
3560,6,48,2023-05-22,259.97
723,2,29,2023-05-22,162.01
8442,1,2,2023-05-22,217.0
4042,4,30,2023-05-22,266.24
2524,3,29,2023-05-22,163.23
5913,1,34,2023-05-22,122.62
3425,4,37,2023-05-22,136.2
8579,6,11,2023-05-22,217.18
2685,6,4,2023-05-22,107.94
855,3,36,2023-05-22,268.1
2124,1,25,2023-05-22,299.69
2156,4,33,2023-05-22,220.2
4683,2,28,2023-05-23,177.06
2824,3,13,2023-05-23,152.0
1261,6,10,2023-05-23,161.57
1344,1,47,2023-05-23,254.98
1233,2,16,2023-05-23,220.46
9353,4,33,2023-05-23,275.65
5735,2,21,2023-05-23,175.5
1552,2,36,2023-05-23,199.05
1653,2,42,2023-05-23,173.44
5347,1,24,2023-05-23,230.86
7587,4,11,2023-05-24,190.13
2743,3,29,2023-05-24,187.09
6428,6,33,2023-05-24,224.51
4953,6,17,2023-05-24,239.41
3592,3,27,2023-05-24,203.65
5396,2,32,2023-05-24,113.81
1240,6,39,2023-05-24,205.39
6152,3,1,2023-05-24,252.44
412,1,50,2023-05-24,299.72
2412,4,35,2023-05-24,205.96
1181,6,7,2023-05-24,129.82
3299,2,37,2023-05-24,178.72
5456,4,29,2023-05-24,253.36
5943,5,24,2023-05-24,278.9
1611,6,24,2023-05-24,146.42
3646,3,18,2023-05-25,159.96
1581,3,18,2023-05-25,234.42
4115,6,4,2023-05-25,196.41
2275,6,28,2023-05-25,207.01
1577,2,29,2023-05-25,249.48
5420,3,11,2023-05-25,162.38
7625,3,27,2023-05-25,131.25
7742,6,33,2023-05-25,249.24
8852,1,34,2023-05-25,210.01
4396,4,14,2023-05-25,283.21
9713,2,46,2023-05-25,110.1
2189,4,36,2023-05-26,230.14
3411,6,41,2023-05-26,231.44
3993,1,48,2023-05-26,271.16
8408,1,27,2023-05-26,293.05
6075,2,1,2023-05-26,235.13
306,1,29,2023-05-26,173.01
8917,3,17,2023-05-26,237.55
4144,1,45,2023-05-26,272.91
6611,3,23,2023-05-26,268.11
9021,5,6,2023-05-26,209.73
4835,6,23,2023-05-26,151.13
6629,4,14,2023-05-26,132.87
3738,4,23,2023-05-26,120.93
1376,2,1,2023-05-26,177.8
1899,5,38,2023-05-27,141.01
8307,5,40,2023-05-27,125.62
962,5,31,2023-05-27,297.4
3170,2,22,2023-05-27,203.08
2393,5,1,2023-05-27,239.48
5437,4,13,2023-05-27,149.47
1518,6,14,2023-05-27,267.16
7401,4,40,2023-05-28,297.59
8737,3,17,2023-05-28,222.57
4078,1,36,2023-05-28,100.55
1371,3,16,2023-05-28,134.27
239,4,24,2023-05-28,166.75
2348,5,32,2023-05-28,138.22
2843,4,16,2023-05-28,199.05
4903,3,36,2023-05-28,188.88
6883,6,14,2023-05-28,230.94
3484,6,2,2023-05-29,200.93
3243,1,16,2023-05-29,139.68
5140,2,45,2023-05-29,266.48
1024,1,35,2023-05-29,216.72
8472,5,30,2023-05-29,128.76
2212,1,21,2023-05-29,208.34
7554,4,5,2023-05-29,140.25
6958,4,44,2023-05-29,285.51
9050,3,34,2023-05-29,270.66
7523,3,15,2023-05-29,200.01
5163,6,29,2023-05-29,260.84
7590,3,3,2023-05-29,251.36
5105,4,41,2023-05-29,234.38
7442,6,34,2023-05-29,244.89
7755,4,31,2023-05-29,223.15
4976,3,25,2023-05-29,278.78
8290,3,29,2023-05-29,244.65
6351,5,14,2023-05-29,213.54
1513,3,44,2023-05-30,103.39
7499,3,4,2023-05-30,130.53
9283,2,3,2023-05-30,195.64
3235,1,40,2023-05-30,180.91
120,2,10,2023-05-30,164.91
3734,6,30,2023-05-30,116.03
4540,2,37,2023-05-30,283.78
5819,1,48,2023-05-30,171.28
3239,4,16,2023-05-30,282.41
4085,4,19,2023-05-30,270.67
3091,2,3,2023-05-30,247.67
1621,6,38,2023-05-30,231.54
7714,1,19,2023-05-30,144.05
7991,5,7,2023-05-30,168.35
1645,4,31,2023-05-31,254.42
6993,1,10,2023-05-31,185.29
7621,5,25,2023-05-31,225.56
8972,4,20,2023-05-31,191.72
8454,6,6,2023-05-31,289.12
6140,4,8,2023-05-31,106.69
5076,2,19,2023-05-31,108.78
1888,2,30,2023-05-31,202.38
9926,6,29,2023-05-31,142.62
8230,4,18,2023-05-31,206.27
4253,5,29,2023-05-31,137.97
2371,5,41,2023-05-31,194.98
5276,3,32,2023-05-31,277.86
3485,3,19,2023-05-31,224.33
3816,2,29,2023-05-31,222.39
8671,6,5,2023-05-31,288.88
7726,2,3,2023-05-31,154.17
9474,1,5,2023-05-31,204.04
7857,2,29,2023-06-01,121.34
4576,5,11,2023-06-01,245.49
5813,1,30,2023-06-01,253.06
6804,1,1,2023-06-01,204.41
2477,1,20,2023-06-01,157.97
4924,4,48,2023-06-01,275.76
2696,6,11,2023-06-01,259.62
976,5,8,2023-06-01,243.67
9344,5,41,2023-06-01,166.85
3228,6,6,2023-06-01,277.09
7589,3,47,2023-06-01,129.45
2798,4,14,2023-06-01,231.43
2539,4,14,2023-06-01,165.57
9825,6,19,2023-06-01,179.03
1113,3,38,2023-06-01,299.9
3965,1,37,2023-06-01,198.09
9894,5,22,2023-06-01,133.43
6691,4,47,2023-06-01,280.25
9708,3,43,2023-06-01,229.6
3940,6,37,2023-06-02,265.04
4086,2,10,2023-06-02,232.69
6249,5,12,2023-06-02,280.37
8398,2,10,2023-06-02,103.51
1227,3,32,2023-06-02,139.94
5388,5,43,2023-06-02,204.47
6435,4,18,2023-06-02,151.26
9428,1,11,2023-06-02,252.13
7152,2,44,2023-06-02,139.26
6506,2,38,2023-06-02,109.76
3683,3,5,2023-06-02,206.45
4585,6,15,2023-06-02,267.63
9490,2,20,2023-06-02,251.19
5069,4,40,2023-06-02,237.12
1106,3,14,2023-06-02,116.19
463,4,9,2023-06-02,115.02
7863,4,41,2023-06-02,139.49
2111,5,20,2023-06-02,285.3
1924,4,12,2023-06-03,126.17
9018,4,34,2023-06-03,150.1
2973,4,36,2023-06-03,202.74
5923,4,20,2023-06-03,211.89
703,4,1,2023-06-03,236.02
951,6,7,2023-06-03,205.8
4258,3,8,2023-06-03,139.12
5948,1,17,2023-06-03,249.82
1274,2,1,2023-06-04,279.71
7995,1,10,2023-06-04,155.45
7545,2,25,2023-06-04,251.97
1796,3,32,2023-06-04,264.11
4763,1,30,2023-06-04,116.65
770,6,47,2023-06-04,123.05
9382,2,12,2023-06-04,124.18
8731,1,21,2023-06-04,268.85
9363,1,7,2023-06-04,161.35
6239,5,10,2023-06-04,234.41
323,6,20,2023-06-04,299.46
569,6,26,2023-06-04,103.21
6476,3,6,2023-06-04,203.88
6374,3,44,2023-06-04,231.7
1877,4,16,2023-06-04,153.45
6151,6,20,2023-06-04,168.7
2771,5,33,2023-06-04,242.66
1740,3,26,2023-06-05,298.21
322,1,6,2023-06-05,255.25
2986,3,44,2023-06-05,284.84
7147,3,17,2023-06-05,225.27
2005,1,30,2023-06-05,128.77
7011,4,38,2023-06-05,103.86
7154,2,19,2023-06-05,128.75
688,1,20,2023-06-05,105.35
1564,1,15,2023-06-05,150.29
1199,2,2,2023-06-05,190.93
5933,4,22,2023-06-05,229.24
4769,1,18,2023-06-05,179.37
6375,5,48,2023-06-06,122.14
7455,3,39,2023-06-06,267.39
6490,5,11,2023-06-06,196.57
8445,4,46,2023-06-06,262.7
6381,2,19,2023-06-06,282.37
572,4,13,2023-06-06,265.73
8725,5,13,2023-06-06,247.92
7833,3,43,2023-06-06,216.24
3184,3,29,2023-06-06,257.52
3060,1,34,2023-06-06,210.24
1066,6,22,2023-06-06,225.76
2075,4,4,2023-06-06,163.73
9375,2,22,2023-06-06,220.9
5516,5,1,2023-06-06,176.36
3876,1,20,2023-06-07,134.72
990,4,15,2023-06-07,271.39
6383,3,42,2023-06-07,214.46
9875,4,36,2023-06-07,170.59
2174,5,42,2023-06-07,130.2
6398,2,37,2023-06-07,224.23
6437,3,41,2023-06-07,261.43
240,2,7,2023-06-07,249.65
6772,3,38,2023-06-07,188.75
2417,1,36,2023-06-07,288.67
9643,2,2,2023-06-07,159.9
4622,3,45,2023-06-07,149.03
3188,2,46,2023-06-07,118.31
8750,1,25,2023-06-07,129.89
4741,1,3,2023-06-07,298.54
8660,1,1,2023-06-08,238.19
3787,2,39,2023-06-08,170.65
5227,1,8,2023-06-08,189.14
6924,3,6,2023-06-08,157.74
8193,1,8,2023-06-08,100.76
6106,3,37,2023-06-08,116.15
7476,2,49,2023-06-08,170.57
5392,6,25,2023-06-08,125.19
2074,3,14,2023-06-08,117.53
3600,1,45,2023-06-08,102.7
4797,6,38,2023-06-08,149.4
631,6,18,2023-06-08,179.3
2935,4,42,2023-06-08,107.3
8752,4,12,2023-06-08,236.76
914,6,33,2023-06-08,262.63
4458,4,31,2023-06-08,243.93
3382,2,49,2023-06-09,243.19
6002,2,48,2023-06-09,252.82
3963,4,41,2023-06-09,184.95
2543,4,46,2023-06-09,138.52
1132,6,29,2023-06-09,296.14
9407,4,16,2023-06-09,180.15
1238,3,9,2023-06-09,119.29
9567,4,20,2023-06-09,249.88
1305,2,33,2023-06-09,119.23
8818,2,48,2023-06-09,299.98
4869,5,22,2023-06-09,203.29
1697,1,5,2023-06-09,297.89
5881,5,48,2023-06-09,210.41
2526,4,34,2023-06-09,259.09
1375,2,11,2023-06-09,271.01
7186,1,14,2023-06-09,159.09
3070,5,29,2023-06-09,148.18
9842,5,12,2023-06-09,118.02
5965,5,30,2023-06-09,296.51
9609,1,1,2023-06-10,255.34
7445,4,39,2023-06-10,255.73
8430,5,31,2023-06-10,177.45
5792,4,14,2023-06-10,165.35
9257,4,17,2023-06-10,281.36
3067,1,28,2023-06-10,195.29
3995,2,33,2023-06-10,268.25
2313,3,17,2023-06-10,233.77
1184,3,37,2023-06-10,118.2
6262,2,32,2023-06-11,140.27
5130,5,34,2023-06-11,199.48
4784,1,33,2023-06-11,218.08
7524,2,30,2023-06-11,259.31
9241,4,25,2023-06-11,154.99
9330,1,23,2023-06-11,125.59
9312,6,4,2023-06-11,210.43
1671,6,47,2023-06-11,299.16
3144,6,9,2023-06-11,298.89
8478,6,9,2023-06-11,282.63
3481,6,2,2023-06-11,169.85
8452,3,23,2023-06-11,284.65
7740,2,29,2023-06-11,107.58
7715,1,11,2023-06-11,236.33
7973,6,29,2023-06-11,131.02
8762,5,48,2023-06-11,236.74
6494,3,14,2023-06-11,104.4
5917,3,9,2023-06-11,259.22
1418,6,16,2023-06-12,151.33
5253,3,45,2023-06-12,241.74
3152,5,32,2023-06-12,299.37
3315,3,16,2023-06-12,208.79
9491,4,1,2023-06-12,232.38
5502,2,12,2023-06-12,276.33
7763,1,41,2023-06-12,292.46
7538,4,48,2023-06-12,233.58
6170,3,40,2023-06-12,175.87
9640,2,41,2023-06-13,137.44
9712,6,19,2023-06-13,160.85
256,5,30,2023-06-13,147.45
8275,2,39,2023-06-13,168.15
9623,2,14,2023-06-13,153.77
6776,3,12,2023-06-13,209.52
4292,5,38,2023-06-13,281.69
1716,3,43,2023-06-13,299.3
1147,3,3,2023-06-14,194.43
8814,5,16,2023-06-14,223.19
6394,2,10,2023-06-14,268.22
4382,1,48,2023-06-14,157.03
9393,5,22,2023-06-14,101.83
5643,4,21,2023-06-14,288.52
3271,4,31,2023-06-14,118.62
7558,3,37,2023-06-14,221.78
8367,3,2,2023-06-14,296.28
9003,5,40,2023-06-14,221.02
5625,2,10,2023-06-14,242.54
5742,1,24,2023-06-14,229.05
5559,4,10,2023-06-14,242.58
1188,6,15,2023-06-14,182.09
8020,6,32,2023-06-14,166.97
7363,1,28,2023-06-14,177.09
7762,6,14,2023-06-14,196.28
6590,4,41,2023-06-14,134.86
5590,5,29,2023-06-14,181.05
6148,1,24,2023-06-14,122.83
2323,4,6,2023-06-14,287.55
3335,1,6,2023-06-14,221.86
7280,6,15,2023-06-15,181.74
2841,1,44,2023-06-15,139.08
8141,4,31,2023-06-15,265.44
235,2,40,2023-06-15,247.83
8465,6,13,2023-06-15,161.95
5668,1,5,2023-06-15,269.81
607,4,13,2023-06-15,140.46
932,5,4,2023-06-15,134.83
9062,6,22,2023-06-15,217.71
480,2,25,2023-06-15,150.81
3248,2,18,2023-06-15,293.22
4264,2,22,2023-06-15,203.0
2715,3,7,2023-06-15,125.15
6495,5,45,2023-06-15,257.13
8058,4,34,2023-06-16,166.09
2529,4,40,2023-06-16,156.74
3773,5,3,2023-06-16,121.42
6678,4,8,2023-06-16,167.87
310,2,14,2023-06-16,171.23
336,1,15,2023-06-16,235.1
5733,2,41,2023-06-16,237.27
6121,1,21,2023-06-16,107.44
4002,5,48,2023-06-16,178.41
1962,2,32,2023-06-16,123.6
6514,4,12,2023-06-16,239.51
9236,2,38,2023-06-16,278.4
7451,5,26,2023-06-17,174.02
4685,6,13,2023-06-17,125.18
398,4,19,2023-06-17,223.0
5573,4,47,2023-06-17,147.09
6728,1,3,2023-06-17,295.36
3944,3,35,2023-06-17,187.18
2997,1,14,2023-06-17,248.36
173,3,37,2023-06-17,269.18
6950,4,26,2023-06-17,237.59
8591,1,31,2023-06-17,121.62
6708,2,39,2023-06-17,206.45
9247,4,6,2023-06-17,180.85
5527,1,42,2023-06-17,266.36
3103,2,49,2023-06-17,264.61
6322,2,16,2023-06-17,128.74
4868,5,42,2023-06-17,147.93
5332,1,10,2023-06-17,106.45
6257,2,19,2023-06-17,222.56
2899,2,21,2023-06-17,197.02
9141,1,10,2023-06-17,107.05
9104,1,49,2023-06-17,130.24
764,5,36,2023-06-17,181.45
936,5,31,2023-06-17,100.86
1485,6,1,2023-06-18,270.43
9126,2,45,2023-06-18,224.36
4274,1,6,2023-06-18,252.74
7735,4,44,2023-06-18,291.64
2175,6,8,2023-06-18,165.13
4750,3,33,2023-06-18,260.45
789,4,38,2023-06-18,205.76
3603,4,6,2023-06-18,263.1
8177,6,42,2023-06-18,107.23
1698,5,7,2023-06-18,168.59
5269,4,20,2023-06-18,170.84
3555,6,47,2023-06-18,246.51
3132,6,31,2023-06-18,110.65
7557,4,44,2023-06-18,149.19
7291,6,10,2023-06-18,113.82
1264,5,19,2023-06-19,133.66
4721,1,14,2023-06-19,107.33
6956,6,21,2023-06-19,174.31
2452,6,25,2023-06-19,265.69
7605,6,35,2023-06-19,269.17
3920,3,32,2023-06-19,212.45
3296,5,34,2023-06-19,201.67
1591,3,30,2023-06-19,166.76
4443,2,8,2023-06-19,149.81
5501,1,14,2023-06-19,177.8
2396,6,17,2023-06-19,116.9
1573,3,20,2023-06-19,261.38
7851,4,50,2023-06-19,117.49
1731,5,1,2023-06-20,150.61
4826,4,34,2023-06-20,195.87
2951,6,29,2023-06-20,243.21
8276,6,31,2023-06-20,275.85
7095,3,13,2023-06-20,252.12
9079,6,1,2023-06-20,269.36
2960,5,3,2023-06-20,229.7
1842,6,32,2023-06-20,156.8
8790,5,8,2023-06-20,272.37
7338,4,1,2023-06-20,282.76
6824,3,19,2023-06-20,148.56
9876,1,45,2023-06-20,294.24
2359,1,28,2023-06-20,250.74
4949,2,32,2023-06-21,129.16
7367,4,21,2023-06-21,285.6
2594,6,23,2023-06-21,226.33
3216,3,37,2023-06-21,129.71
8650,1,29,2023-06-21,260.12
2768,4,9,2023-06-21,172.95
3677,2,4,2023-06-21,180.68
5053,2,27,2023-06-21,213.07
208,6,35,2023-06-22,244.12
3656,6,24,2023-06-22,123.21
4668,2,25,2023-06-22,155.68
3872,5,32,2023-06-22,110.39
4789,4,47,2023-06-22,114.64
2550,1,18,2023-06-22,141.6
6243,1,33,2023-06-22,203.53
185,5,25,2023-06-22,227.02
2546,6,5,2023-06-22,200.9
8699,2,24,2023-06-22,163.61
6004,1,2,2023-06-22,114.47
8574,4,40,2023-06-22,242.55
4989,4,5,2023-06-22,170.93
7403,5,31,2023-06-22,155.45
2043,1,12,2023-06-22,235.33
2638,2,23,2023-06-22,219.24
4957,2,24,2023-06-22,182.89
4381,5,4,2023-06-22,170.93
785,5,44,2023-06-22,172.91
2254,5,41,2023-06-22,190.78
9463,5,10,2023-06-22,193.56
9292,6,44,2023-06-22,217.79
6850,5,23,2023-06-22,169.36
4939,5,43,2023-06-22,236.17
4093,6,33,2023-06-22,204.53
2608,3,40,2023-06-23,150.6
6489,2,16,2023-06-23,281.29
9665,3,38,2023-06-23,272.11
7887,6,28,2023-06-23,207.01
3403,5,33,2023-06-23,175.88
2030,2,11,2023-06-23,226.86
8405,5,46,2023-06-23,253.85
8184,6,49,2023-06-23,294.83
6887,5,16,2023-06-23,195.4
2831,2,34,2023-06-23,183.65
7570,3,18,2023-06-23,169.88
7003,1,43,2023-06-23,289.53
7004,4,33,2023-06-23,256.34
8755,3,26,2023-06-24,167.5
4136,2,15,2023-06-24,157.94
6340,2,29,2023-06-24,111.83
7037,1,1,2023-06-24,128.9
8467,1,5,2023-06-24,267.69
5782,4,20,2023-06-24,185.13
6156,6,45,2023-06-24,181.2
9238,1,24,2023-06-24,274.84
2888,5,42,2023-06-24,225.7
106,6,8,2023-06-24,124.4
8087,1,4,2023-06-24,284.6
7761,6,26,2023-06-24,101.26
2527,1,42,2023-06-24,102.17
3168,6,19,2023-06-24,204.27
553,4,2,2023-06-24,150.17
4754,2,16,2023-06-24,244.32
9188,3,21,2023-06-24,163.98
4598,6,17,2023-06-24,257.62
5864,1,19,2023-06-24,154.7
3004,4,11,2023-06-24,201.47
6802,5,5,2023-06-25,193.14
7767,5,34,2023-06-25,205.92
9442,5,33,2023-06-25,204.48
2286,1,12,2023-06-25,249.31
3240,1,16,2023-06-25,223.11
3844,3,49,2023-06-25,243.1
4487,6,44,2023-06-25,168.17
3490,6,40,2023-06-25,174.91
22,5,49,2023-06-25,260.78
5008,4,46,2023-06-25,235.54
5708,5,39,2023-06-25,211.33
5617,2,49,2023-06-25,222.33
8451,4,12,2023-06-25,218.61
241,2,5,2023-06-25,283.66
9445,5,10,2023-06-26,136.7
2061,6,4,2023-06-26,132.8
9399,6,4,2023-06-26,177.63
3312,6,17,2023-06-26,203.38
8623,4,46,2023-06-26,290.5
8116,4,35,2023-06-26,105.18
4159,3,38,2023-06-26,204.37
3486,1,37,2023-06-26,267.62
817,4,18,2023-06-26,151.64
2864,2,39,2023-06-26,182.82
1434,2,43,2023-06-26,121.46
5683,5,36,2023-06-26,172.32
4861,2,25,2023-06-26,153.9
8724,4,50,2023-06-26,139.08
5947,4,3,2023-06-26,260.37
1393,4,50,2023-06-26,236.93
1542,4,26,2023-06-26,248.07
274,4,22,2023-06-26,289.33
6009,6,9,2023-06-26,223.4
2757,4,40,2023-06-27,112.03
933,5,27,2023-06-27,135.1
8219,4,36,2023-06-27,166.84
7850,4,2,2023-06-27,265.31
7852,6,14,2023-06-27,112.25
841,4,26,2023-06-27,214.6
291,4,1,2023-06-27,215.18
1388,2,9,2023-06-27,241.47
6221,2,21,2023-06-27,137.65
9182,5,37,2023-06-27,272.52
3735,5,15,2023-06-27,260.47
6650,2,19,2023-06-27,116.16
1580,1,50,2023-06-27,275.91
5566,1,33,2023-06-27,240.55
2009,5,31,2023-06-27,157.62
9471,6,25,2023-06-28,268.62
913,5,25,2023-06-28,256.21
3859,6,49,2023-06-28,155.64
1519,4,42,2023-06-28,257.82
8486,5,27,2023-06-28,239.22
8237,6,1,2023-06-28,244.38
4669,3,11,2023-06-28,266.39
6995,6,3,2023-06-28,205.63
2295,4,16,2023-06-28,266.95
9893,1,31,2023-06-28,179.53
7005,2,33,2023-06-28,272.65
4032,1,36,2023-06-28,174.02
9311,1,11,2023-06-28,233.01
2632,4,21,2023-06-28,116.95
4310,4,30,2023-06-28,235.91
7332,4,1,2023-06-28,104.11
6959,6,41,2023-06-29,194.86
7941,3,7,2023-06-29,205.44
4554,2,30,2023-06-29,137.33
461,1,27,2023-06-29,202.21
317,1,19,2023-06-29,220.62
1297,3,2,2023-06-29,247.03
6113,1,32,2023-06-29,185.53
6612,4,17,2023-06-29,281.76
1819,4,16,2023-06-29,170.81
5219,2,11,2023-06-30,274.84
7158,6,13,2023-06-30,121.85
5017,5,18,2023-06-30,157.73
5623,1,45,2023-06-30,217.84
7030,5,38,2023-06-30,182.15
2756,3,11,2023-06-30,287.82
5841,4,9,2023-06-30,137.12
6256,4,36,2023-06-30,132.95
4715,4,25,2023-06-30,183.3
7646,5,35,2023-06-30,163.99
9664,4,21,2023-06-30,225.65
2126,6,9,2023-06-30,113.87
2166,1,5,2023-06-30,169.74
2353,2,43,2023-06-30,223.63
8739,6,25,2023-06-30,291.37
7396,2,5,2023-06-30,146.8
7369,5,28,2023-06-30,292.05
2187,5,21,2023-06-30,187.96
7815,1,6,2023-06-30,244.94
8924,1,27,2023-06-30,143.37
2090,1,42,2023-06-30,296.7
8697,5,29,2023-06-30,297.09
7040,3,18,2023-07-01,218.51
1090,2,5,2023-07-01,210.23
5784,3,32,2023-07-01,129.74
745,4,26,2023-07-01,110.63
7636,5,28,2023-07-01,125.15
9909,5,1,2023-07-01,208.42
9072,4,32,2023-07-01,148.47
9337,4,20,2023-07-01,100.07
2147,2,26,2023-07-02,131.63
8793,1,38,2023-07-02,192.68
8585,3,30,2023-07-02,244.11
8757,6,34,2023-07-02,193.63
1735,3,8,2023-07-02,198.4
8910,5,42,2023-07-02,125.1
1176,5,19,2023-07-02,113.78
1779,6,28,2023-07-02,122.23
4440,5,29,2023-07-02,211.01
6609,4,20,2023-07-02,150.6
442,6,25,2023-07-02,113.59
8483,6,42,2023-07-03,270.63
5560,3,1,2023-07-03,282.84
4958,2,8,2023-07-03,181.52
1643,4,11,2023-07-03,283.41
9204,2,18,2023-07-03,105.14
4542,6,22,2023-07-03,247.6
1590,6,3,2023-07-03,278.31
2100,2,32,2023-07-03,291.8
6483,5,46,2023-07-03,177.28
409,1,36,2023-07-03,195.77
5386,4,7,2023-07-03,200.68
9762,5,44,2023-07-03,288.51
726,4,41,2023-07-03,174.57
8033,5,47,2023-07-04,154.2
1110,2,11,2023-07-04,144.24
8600,5,1,2023-07-04,227.26
2924,1,28,2023-07-04,231.96
9692,4,21,2023-07-04,184.82
497,2,16,2023-07-04,107.44
8915,1,45,2023-07-04,266.32
3912,3,26,2023-07-04,236.28
6097,3,19,2023-07-04,248.74
734,2,40,2023-07-04,288.98
4894,5,3,2023-07-04,194.53
1483,5,4,2023-07-04,291.41
3098,4,11,2023-07-04,184.13
3423,4,21,2023-07-04,252.59
6945,6,9,2023-07-04,252.5
5849,6,2,2023-07-05,102.27
5506,2,19,2023-07-05,266.35
6118,4,32,2023-07-05,268.09
777,3,43,2023-07-05,201.17
3150,1,45,2023-07-05,108.6
2347,5,15,2023-07-05,268.23
7505,1,39,2023-07-05,254.08
7119,4,37,2023-07-05,224.98
1129,5,44,2023-07-05,249.72
1410,5,26,2023-07-05,220.73
